Historical_DX_ID,Historical_PX_ID,Episode_Type,Age_Group,Gender,Source_Code,Currency_Code,Patient_Count,Total_Bill_Amount
6985117625817190152,-3352671583587512862,IP,34-48,M,KPJ,RM,2,22400.1
6963531762191349518,5053715707469957507,DP,65-78,F,KPJ,RM,2,16178.3
7056797660181121081,-1640521644483910203,IP,49-64,M,KPJ,RM,2,16078.95
723377702287861784,2454985304141717577,IP,19-33,M,KPJ,RM,2,29062.1
7210374600195884729,1355960220887288364,IP,49-64,M,KPJ,RM,2,44455.8
7420899814858271838,5053715707469957507,IP,49-64,M,KPJ,RM,2,15696.7
7215792805944737262,69275896939527291,IP,49-64,F,KPJ,RM,2,9022.15
7215792805944737262,7315971363289623659,IP,49-64,M,KPJ,RM,2,53245.8
7476189207001001129,-3085373731158004225,IP,19-33,F,KPJ,RM,2,6110.35
607033468150506309,-8383966308998902685,IP,19-33,M,KPJ,RM,2,8809.4
6274406700079347522,831497597449444662,IP," 1-2",M,KPJ,RM,2,14951.05
6297088545629101953,-4508141675720185036,IP,34-48,F,KPJ,RM,2,55610.75
6297088545629101953,-6777117311310230229,IP,34-48,M,KPJ,RM,2,49097.8
6297088545629101953,-5218326626608894147,IP,19-33,M,KPJ,RM,2,91321.75
6297088545629101953,-9001467887763038267,IP,19-33,F,KPJ,RM,2,60807.399999999994
6182224403660050704,1355960220887288364,IP,49-64,M,KPJ,RM,2,61211.700000000004
6125683247584067316,6127511829685244348,IP,65-78,M,KPJ,RM,2,91234.25
6144464923577959328,69275896939527291,IP,34-48,F,KPJ,RM,2,11454.900000000001
6144464923577959328,5053715707469957507,IP,34-48,M,KPJ,RM,2,12807.2
6144464923577959328,5053715707469957507,IP,49-64,F,KPJ,RM,2,12221.8
6144464923577959328,5053715707469957507,IP,49-64,M,KPJ,RM,2,15641.15
6144723131884741359,5053715707469957507,IP,49-64,F,KPJ,RM,2,52426.1
6182224403660050704,-1348179578552615098,IP,65-78,F,KPJ,RM,2,58521.7
6125683247584067316,2012286671987707772,IP,34-48,M,KPJ,RM,2,89112.7
607033468150506309,2454985304141717577,IP,65-78,M,KPJ,RM,2,83469.25
6125683247584067316,2172366982579392388,IP,34-48,M,KPJ,RM,2,77080.9
6125683247584067316,289399045947638083,IP,19-33,M,KPJ,RM,2,64532.25
6125683247584067316,2912869898650133163,IP,49-64,F,KPJ,RM,2,59197.15
6125683247584067316,8808572517318367449,IP,19-33,M,KPJ,RM,2,74238.45000000001
6297088545629101953,5053715707469957507,DP,19-33,F,KPJ,RM,2,12932.05
6297088545629101953,-8431240358728955926,IP,19-33,M,KPJ,RM,2,43554.65
6297088545629101953,5053715707469957507,IP,14-18,F,KPJ,RM,2,14258.999999999998
6297088545629101953,5053715707469957507,IP,14-18,M,KPJ,RM,2,8543
6297088545629101953,-7314769049731239390,IP,34-48,M,KPJ,RM,2,51806.75
6297088545629101953,4016749008586628505,IP,19-33,M,KPJ,RM,2,46732.05
6297088545629101953,6802730190400336146,IP,19-33,M,KPJ,RM,2,14398.9
6297088545629101953,69275896939527291,DP,49-64,F,KPJ,RM,2,9401.35
6297088545629101953,69275896939527291,DP,49-64,M,KPJ,RM,2,8286.8
6297088545629101953,69275896939527291,IP,49-64,F,KPJ,RM,2,11264.599999999999
6297088545629101953,7950858411048827309,IP,19-33,M,KPJ,RM,2,89488.9
6297088545629101953,9172699623480912390,IP,34-48,M,KPJ,RM,2,51312.75
6431342101792737955,5269601524944556546,IP,19-33,M,KPJ,RM,2,48105.5
638392517720686683,2454985304141717577,IP,19-33,M,KPJ,RM,2,31336.9
6556987546030479347,-5089017982396691432,IP,34-48,M,KPJ,RM,2,33760.75
4938561150771690325,1755838254210306008,DP," 6-13",M,KPJ,RM,2,8822.95
4938561150771690325,-8383966308998902685,IP,19-33,F,KPJ,RM,2,27070.4
4938561150771690325,-8383966308998902685,IP,34-48,M,KPJ,RM,2,36601.75
4938561150771690325,-695644322449358746,IP,34-48,M,KPJ,RM,2,33385.45
4938561150771690325,-695644322449358746,IP,49-64,F,KPJ,RM,2,27576.55
4938561150771690325,-7544445726709021053,IP,34-48,M,KPJ,RM,2,40528.4
4938561150771690325,2454985304141717577,IP,34-48,M,KPJ,RM,2,28359.300000000003
4938561150771690325,2454985304141717577,IP,49-64,M,KPJ,RM,2,53609.9
4938561150771690325,-1347488342454529096,IP,34-48,M,KPJ,RM,2,33067.2
4938561150771690325,-5089017982396691432,IP,34-48,M,KPJ,RM,2,24548.5
4938561150771690325,-6253071740671160706,IP,34-48,M,KPJ,RM,2,24872.9
4938561150771690325,-3085373731158004225,IP,19-33,M,KPJ,RM,2,8159
4938561150771690325,-695644322449358746,IP,19-33,F,KPJ,RM,2,26105.95
4650850564174441579,5053715707469957507,IP,19-33,M,KPJ,RM,2,20483.5
4871672136473709006,-5089017982396691432,IP,19-33,F,KPJ,RM,2,30575.600000000002
4871672136473709006,-5089017982396691432,IP,19-33,M,KPJ,RM,2,32528.6
4444044698744369319,7186706925186985937,IP,49-64,F,KPJ,RM,2,73729.35
4444044698744369319,7186706925186985937,IP,49-64,M,KPJ,RM,2,102438.15
4444044698744369319,8195386673530172268,IP,49-64,M,KPJ,RM,2,76480.6
4650850564174441579,69275896939527291,IP,19-33,M,KPJ,RM,2,10558
526030796439060595,3203130751112947587,DP,65-78,M,KPJ,RM,2,9577.2
526030796439060595,3257572218407810539,IP,49-64,M,KPJ,RM,2,23124.95
526030796439060595,69275896939527291,DP,49-64,F,KPJ,RM,2,8724.5
5107242470871917162,831497597449444662,IP,19-33,M,KPJ,RM,2,32485.199999999997
5022461076235725834,-8383966308998902685,IP," 1-2",M,KPJ,RM,2,19749.5
5022461076235725834,2454985304141717577,IP," 3-5",F,KPJ,RM,2,27539.550000000003
505911457384392129,69275896939527291,DP,49-64,F,KPJ,RM,2,11847.7
5022461076235725834,-3085373731158004225,IP," 6-13",F,KPJ,RM,2,8714.849999999999
4938561150771690325,1755838254210306008,IP,49-64,F,KPJ,RM,2,7521
4938561150771690325,1755838254210306008,IP,34-48,F,KPJ,RM,2,6767.45
5022461076235725834,-8383966308998902685,IP," 3-5",M,KPJ,RM,2,20534.15
4938561150771690325,831497597449444662,IP,19-33,M,KPJ,RM,2,14528.7
526030796439060595,69275896939527291,IP,19-33,M,KPJ,RM,2,23571.05
5674432879372365705,-3800066422014271228,IP,65-78,M,KPJ,RM,2,47326
5674432879372365705,-3800066422014271228,IP,49-64,F,KPJ,RM,2,69387.29999999999
5674432879372365705,-3800066422014271228,IP,49-64,M,KPJ,RM,2,57764.95
5674432879372365705,-6223574254305835888,IP,49-64,F,KPJ,RM,2,39255
5720617561322572362,-7457652165538332292,IP,49-64,F,KPJ,RM,2,31636.65
5720617561322572362,-7457652165538332292,IP,49-64,M,KPJ,RM,2,40382.35
5720617561322572362,-1640521644483910203,IP,49-64,F,KPJ,RM,2,20066
5720617561322572362,-3277714846421674756,IP,34-48,M,KPJ,RM,2,74497.35
5329699610031841660,1599096468689997913,IP,19-33,M,KPJ,RM,2,36301.45
5720617561322572362,5053715707469957507,IP,49-64,F,KPJ,RM,2,8770.55
5720617561322572362,3061173402902161677,IP,34-48,M,KPJ,RM,2,54281.8
5674432879372365705,-4436898128208229243,IP,49-64,F,KPJ,RM,2,61536
5720617561322572362,1805215239312965370,IP,49-64,M,KPJ,RM,2,79433.55
6125683247584067316,-951447067435077241,IP,19-33,M,KPJ,RM,2,68910.2
607033468150506309,-8383966308998902685,IP," 6-13",M,KPJ,RM,2,9041.5
607033468150506309,-4460384842731820476,IP,49-64,M,KPJ,RM,2,48293.8
607033468150506309,3044228956207477508,IP,34-48,M,KPJ,RM,2,33897.75
59570747549699195,1574281029748356662,IP,79-98,F,KPJ,RM,2,49784.45
607033468150506309,-2656629447118454319,IP,19-33,M,KPJ,RM,2,49239
59570747549699195,2454985304141717577,IP,19-33,M,KPJ,RM,2,50685.2
59570747549699195,-1348179578552615098,IP,65-78,M,KPJ,RM,2,49972.65
59570747549699195,-1233489077635294285,IP,65-78,M,KPJ,RM,2,72466.65
59570747549699195,-2405221121518738744,IP,79-98,F,KPJ,RM,2,43966
6022448206804384356,1061784763015532121,IP,34-48,M,KPJ,RM,2,18548.85
723377702287861784,2454985304141717577,IP," 6-13",M,KPJ,RM,2,27505.15
7478718268937761042,-695644322449358746,IP,34-48,M,KPJ,RM,2,22805.1
7660833365840418090,6601097132759056815,DP,34-48,M,KPJ,RM,2,4593.85
7690961142867255978,-9047766411362668150,IP,49-64,M,KPJ,RM,2,29861.050000000003
7690961142867255978,4075443217223223153,IP,79-98,F,KPJ,RM,2,30193.2
7712613075471153613,-3085373731158004225,IP,19-33,M,KPJ,RM,2,7841.5
7712613075471153613,-4460384842731820476,IP,34-48,M,KPJ,RM,2,39782.6
7712613075471153613,-695644322449358746,IP,49-64,F,KPJ,RM,2,34232.15
7690961142867255978,-4589605041485560983,IP,49-64,M,KPJ,RM,2,31316.25
7712613075471153613,2454985304141717577,IP,19-33,M,KPJ,RM,2,39930.5
7712613075471153613,69275896939527291,IP,49-64,F,KPJ,RM,2,7400.3
8088326883167485463,-695644322449358746,IP,34-48,M,KPJ,RM,2,28279.95
8088326883167485463,-695644322449358746,IP,49-64,M,KPJ,RM,2,24993.9
8147826682358411235,-3085373731158004225,IP," 3-5",F,KPJ,RM,2,5469.4
8147826682358411235,-3085373731158004225,IP," 3-5",M,KPJ,RM,2,4763.25
8147826682358411235,-3085373731158004225,IP,14-18,M,KPJ,RM,2,8756.45
8147826682358411235,-3085373731158004225,IP,49-64,F,KPJ,RM,2,6900
8147826682358411235,-8383966308998902685,IP,49-64,F,KPJ,RM,2,11398.400000000001
8147826682358411235,-8383966308998902685,IP," 6-13",F,KPJ,RM,2,15701.400000000001
8147826682358411235,-4460384842731820476,IP,19-33,M,KPJ,RM,2,70184.8
8447060097143411824,-9188307554247095621,IP,34-48,F,KPJ,RM,2,22729.05
8147826682358411235,1526557388740675547,IP,49-64,F,KPJ,RM,2,63387
8543301761210397735,-8601465598190759989,IP,34-48,F,KPJ,RM,2,16259.1
8543301761210397735,-8601465598190759989,IP,34-48,M,KPJ,RM,2,23411.45
8447060097143411824,3516240106858554819,IP,49-64,F,KPJ,RM,2,22924.4
9033927806171237369,6601097132759056815,DP,19-33,M,KPJ,RM,2,11764.35
9033927806171237369,3203130751112947587,IP,19-33,M,KPJ,RM,2,9348.349999999999
9033927806171237369,458016041819152736,IP,49-64,F,KPJ,RM,2,22823.75
9033927806171237369,458016041819152736,IP,49-64,M,KPJ,RM,2,10704.099999999999
9033927806171237369,7073388871127146734,IP,34-48,M,KPJ,RM,2,14877.75
9033927806171237369,6601097132759056815,IP,49-64,M,KPJ,RM,2,12858.3
8447060097143411824,1105272675531099354,IP,65-78,M,KPJ,RM,2,19516.050000000003
8553931301626711625,-8383966308998902685,IP," 3-5",F,KPJ,RM,2,13233.95
8553931301626711625,-8383966308998902685,IP," 6-13",F,KPJ,RM,2,15707.45
8553931301626711625,-8383966308998902685,IP,34-48,M,KPJ,RM,2,9430.55
8553931301626711625,2454985304141717577,IP,49-64,M,KPJ,RM,2,38311.100000000006
857631269688905127,-392083450555986726,IP,49-64,M,KPJ,RM,2,38601.399999999994
998380454160628579,5053715707469957507,IP,34-48,M,KPJ,RM,2,21928
9043131182284932828,2012286671987707772,IP,65-78,F,KPJ,RM,2,56879.55
9043131182284932828,5053715707469957507,IP,49-64,F,KPJ,RM,2,39682.95
8543301761210397735,-8601465598190759989,IP,19-33,F,KPJ,RM,2,22320.6
9043131182284932828,7186706925186985937,IP,65-78,F,KPJ,RM,2,89217.4
9043131182284932828,7186706925186985937,IP,65-78,M,KPJ,RM,1,36493.15
9048834194318474059,-1640521644483910203,IP,34-48,M,KPJ,RM,1,7800
9138661549395116874,-4545611502156048281,IP,65-78,M,KPJ,RM,1,64823.2
9175620340988230746,-1640521644483910203,IP,49-64,F,KPJ,RM,1,13782.35
9175620340988230746,-7963525637412456435,IP,49-64,F,KPJ,RM,1,19733.95
9175620340988230746,3915328804017602862,IP,34-48,M,KPJ,RM,1,43357.6
9175620340988230746,6802730190400336146,IP,49-64,F,KPJ,RM,1,6628.15
9187386798964859892,-3085373731158004225,IP,19-33,M,KPJ,RM,1,9500.1
9187386798964859892,-4460384842731820476,IP,14-18,M,KPJ,RM,1,22300.55
9187386798964859892,-7014665713270249471,IP,34-48,M,KPJ,RM,1,21717.6
9187386798964859892,2454985304141717577,IP,49-64,M,KPJ,RM,1,17314.05
9187386798964859892,2454985304141717577,IP,65-78,F,KPJ,RM,1,16732.15
9187386798964859892,2558685119353464801,IP,65-78,M,KPJ,RM,1,23828
9187386798964859892,3044228956207477508,IP,49-64,F,KPJ,RM,1,23735
9187386798964859892,7259276328186701179,IP,49-64,F,KPJ,RM,1,22793.7
936710158742467404,-9188307554247095621,IP,49-64,M,KPJ,RM,1,37867.8
954897631439045809,-3048594829284428246,IP,34-48,F,KPJ,RM,1,3862.6
954897631439045809,-5576741191788985122,DP,79-98,F,KPJ,RM,1,5336.35
954897631439045809,-5576741191788985122,IP,34-48,F,KPJ,RM,1,3284.6
981664287974220856,3866934420230674775,IP,14-18,M,KPJ,RM,1,15383
993681079696841720,-9188307554247095621,IP," 3-5",F,KPJ,RM,1,10560.7
993681079696841720,5053715707469957507,IP,34-48,F,KPJ,RM,1,5321.35
993681079696841720,8378766998191546575,IP,19-33,M,KPJ,RM,1,14341.35
996070204740285485,-1336808949199048437,IP,19-33,F,KPJ,RM,1,33189.7
996070204740285485,5053715707469957507,IP,19-33,F,KPJ,RM,1,4282.85
996070204740285485,5053715707469957507,IP,19-33,M,KPJ,RM,1,4403.65
998380454160628579,-26319406285579655,IP,19-33,M,KPJ,RM,1,9566.3
998380454160628579,-3048594829284428246,IP,34-48,M,KPJ,RM,1,11159.35
998380454160628579,-3706822626516271271,IP,34-48,M,KPJ,RM,1,30666.25
998380454160628579,-3800066422014271228,IP,49-64,M,KPJ,RM,1,39825.95
998380454160628579,-6160132168374981177,IP,34-48,M,KPJ,RM,1,24334.25
998380454160628579,-6946909996487299770,IP,34-48,M,KPJ,RM,1,19729.3
998380454160628579,-7236311436295344244,IP,49-64,M,KPJ,RM,1,24104.3
998380454160628579,-7674203362828816046,IP,49-64,M,KPJ,RM,1,32301.6
998380454160628579,-8465029146563235893,IP,49-64,M,KPJ,RM,1,15811.65
998380454160628579,-9001467887763038267,IP,34-48,M,KPJ,RM,1,23518.75
998380454160628579,1105272675531099354,IP,34-48,M,KPJ,RM,1,20416.7
998380454160628579,1105272675531099354,IP,49-64,M,KPJ,RM,1,9567.45
998380454160628579,1105272675531099354,IP,65-78,M,KPJ,RM,1,14832.35
998380454160628579,1164277826703885785,IP,49-64,M,KPJ,RM,1,26186.35
998380454160628579,1387364729731005525,IP,49-64,M,KPJ,RM,1,12224.7
998380454160628579,2172366982579392388,IP,34-48,M,KPJ,RM,1,35686.9
998380454160628579,2506353890778380311,IP,34-48,M,KPJ,RM,1,32186.35
998380454160628579,3579793354805134767,IP,49-64,M,KPJ,RM,1,19373.95
9043131182284932828,-92559343339205668,IP,65-78,F,KPJ,RM,1,14276.5
9043131182284932828,2012286671987707772,IP,49-64,F,KPJ,RM,1,23115.1
9043131182284932828,5053715707469957507,IP,65-78,M,KPJ,RM,1,2765.25
9043131182284932828,5053715707469957507,IP,79-98,M,KPJ,RM,1,4673.75
9043131182284932828,69275896939527291,DP,19-33,M,KPJ,RM,1,3347.95
9043131182284932828,69275896939527291,DP,49-64,F,KPJ,RM,1,7614.85
9043131182284932828,69275896939527291,IP,49-64,M,KPJ,RM,1,3409.15
9043131182284932828,69275896939527291,IP,65-78,M,KPJ,RM,1,6182.85
9043131182284932828,7186706925186985937,IP,49-64,F,KPJ,RM,1,36472.05
998380454160628579,5053715707469957507,IP,49-64,M,KPJ,RM,1,4426.1
998380454160628579,5189461375933265809,IP,34-48,M,KPJ,RM,1,20492.5
998380454160628579,683356327539910181,IP,34-48,M,KPJ,RM,1,43674.2
998380454160628579,7697256833991977962,IP,34-48,M,KPJ,RM,1,27872.55
998380454160628579,795047106162439488,IP,65-78,M,KPJ,RM,1,11212.6
998380454160628579,802795517479381804,IP,19-33,M,KPJ,RM,1,29561.45
998380454160628579,9172699623480912390,IP,34-48,M,KPJ,RM,1,30903.65
857631269688905127,-470794918783685305,IP,65-78,M,KPJ,RM,1,78816.6
857631269688905127,1355960220887288364,IP,65-78,F,KPJ,RM,1,41430.2
857631269688905127,6868686311095722276,DP,49-64,M,KPJ,RM,1,1130.45
8604424771822101163,7550229388891544110,IP,49-64,F,KPJ,RM,1,41238.6
8768448185163876532,-4661983604890548476,IP,49-64,M,KPJ,RM,1,22150.45
8795902038599795570,-4545611502156048281,IP,49-64,M,KPJ,RM,1,295971.6
8796687533286186547,69275896939527291,IP,19-33,F,KPJ,RM,1,3526.25
8804399239004835942,-8294056032932551148,IP,65-78,F,KPJ,RM,1,15215.95
8853587161297404614,-5331854896478698985,IP,19-33,M,KPJ,RM,1,19924.75
8867390227165677713,-5624933087509271611,IP,65-78,F,KPJ,RM,1,8449.75
8867390227165677713,-7339944797482121959,IP,49-64,F,KPJ,RM,1,24153.05
8899325395638905617,5053715707469957507,IP,49-64,F,KPJ,RM,1,22079.05
8924102739873111226,-3212234370217327482,IP,19-33,F,KPJ,RM,1,11003.95
896279924075935473,-3085373731158004225,IP,34-48,F,KPJ,RM,1,3169.5
896279924075935473,-695644322449358746,IP,19-33,M,KPJ,RM,1,15364.2
896279924075935473,69275896939527291,IP,49-64,F,KPJ,RM,1,2367.75
9033927806171237369,-1384603113767430429,DP,49-64,F,KPJ,RM,1,5977.95
9033927806171237369,-3048594829284428246,DP,19-33,F,KPJ,RM,1,5552
9033927806171237369,-4791011446248036718,IP,49-64,F,KPJ,RM,1,9495
9033927806171237369,-4898620327534190008,IP,79-98,M,KPJ,RM,1,86466.75
9033927806171237369,-5576741191788985122,DP,34-48,F,KPJ,RM,1,3606.75
9033927806171237369,-730430762368391254,DP,49-64,F,KPJ,RM,1,4175.55
9033927806171237369,1574281029748356662,DP,49-64,F,KPJ,RM,1,4042.6
9033927806171237369,3203130751112947587,DP,34-48,M,KPJ,RM,1,4055.65
9033927806171237369,3203130751112947587,DP,49-64,F,KPJ,RM,1,4311
8553931301626711625,4074833484965539161,IP," 3-5",F,KPJ,RM,1,4091.5
8553931301626711625,69275896939527291,IP,19-33,M,KPJ,RM,1,1708.4
8553931301626711625,7259276328186701179,IP," 6-13",M,KPJ,RM,1,11077.15
8553931301626711625,7259276328186701179,IP,49-64,M,KPJ,RM,1,22191.6
857631269688905127,-2802052730568494662,IP,34-48,M,KPJ,RM,1,9578.45
8553931301626711625,1666568975577811983,IP," 3-5",M,KPJ,RM,1,4482.1
8553931301626711625,1717771817944533007,IP," 6-13",M,KPJ,RM,1,3883.4
8553931301626711625,2454985304141717577,IP,14-18,M,KPJ,RM,1,26157.8
8553931301626711625,2454985304141717577,IP,19-33,F,KPJ,RM,1,18287.8
8553931301626711625,2454985304141717577,IP,19-33,M,KPJ,RM,1,20244.1
8553931301626711625,-8383966308998902685,IP," 6-13",M,KPJ,RM,1,3989.6
8553931301626711625,-8383966308998902685,IP,14-18,M,KPJ,RM,1,8809.55
8553931301626711625,-8383966308998902685,IP," 3-5",M,KPJ,RM,1,9570.1
8447060097143411824,1355960220887288364,IP,49-64,F,KPJ,RM,1,19531.85
8447060097143411824,1105272675531099354,IP,49-64,M,KPJ,RM,1,7839.35
8447060097143411824,1105272675531099354,IP,65-78,F,KPJ,RM,1,7784.15
9033927806171237369,6601097132759056815,IP,65-78,F,KPJ,RM,1,2717.7
9033927806171237369,6802730190400336146,IP,65-78,M,KPJ,RM,1,7935.45
9033927806171237369,6849595906142439324,DP,19-33,M,KPJ,RM,1,5491.9
9033927806171237369,6849595906142439324,DP,49-64,F,KPJ,RM,1,4030.75
9033927806171237369,6849595906142439324,IP,19-33,F,KPJ,RM,1,5651.55
9033927806171237369,6849595906142439324,IP,34-48,M,KPJ,RM,1,8761.15
9033927806171237369,7073388871127146734,DP,19-33,F,KPJ,RM,1,3522.85
9033927806171237369,7073388871127146734,DP,19-33,M,KPJ,RM,1,4343.65
9033927806171237369,7073388871127146734,DP,34-48,F,KPJ,RM,1,4121.55
9033927806171237369,7073388871127146734,DP,34-48,M,KPJ,RM,1,4139.45
9033927806171237369,7073388871127146734,IP,19-33,F,KPJ,RM,1,4926.45
9043131182284932828,-3290137346445483801,IP,65-78,F,KPJ,RM,1,28846.5
9043131182284932828,-3800066422014271228,IP,49-64,M,KPJ,RM,1,28723.55
9033927806171237369,6601097132759056815,IP,19-33,M,KPJ,RM,1,5534.8
9033927806171237369,4677890511087032731,IP,49-64,M,KPJ,RM,1,7318.6
9033927806171237369,6257026381637725352,DP,19-33,F,KPJ,RM,1,5668.4
9033927806171237369,6257026381637725352,IP,49-64,F,KPJ,RM,1,5944.1
9033927806171237369,3203130751112947587,IP,34-48,F,KPJ,RM,1,4314.8
9033927806171237369,3203130751112947587,IP,65-78,F,KPJ,RM,1,3563.3
9033927806171237369,458016041819152736,IP,34-48,F,KPJ,RM,1,5166.65
8553931301626711625,2454985304141717577,IP,34-48,M,KPJ,RM,1,15555.45
9033927806171237369,6601097132759056815,DP,65-78,F,KPJ,RM,1,1004.85
9033927806171237369,6601097132759056815,DP,79-98,F,KPJ,RM,1,3723.85
8447060097143411824,4074833484965539161,IP,49-64,M,KPJ,RM,1,29647.9
8447060097143411824,6071502392764907573,IP,65-78,M,KPJ,RM,1,39183.2
8447060097143411824,69275896939527291,IP,34-48,M,KPJ,RM,1,13730.15
8447060097143411824,831497597449444662,IP,49-64,M,KPJ,RM,1,9433.7
8447060097143411824,8513619657481057043,IP,34-48,F,KPJ,RM,1,19591.35
8447060097143411824,8513619657481057043,IP,65-78,F,KPJ,RM,1,43660.7
852489234124712926,-3974914253938880692,IP,49-64,F,KPJ,RM,1,35403.8
852489234124712926,-4545611502156048281,IP,19-33,M,KPJ,RM,1,47198.2
852489234124712926,-8465029146563235893,IP,49-64,F,KPJ,RM,1,1890
852489234124712926,5053715707469957507,IP,34-48,F,KPJ,RM,1,11712.85
8543301761210397735,-3085373731158004225,IP,19-33,M,KPJ,RM,1,10424.85
8543301761210397735,-3352671583587512862,IP,14-18,M,KPJ,RM,1,10935.95
8543301761210397735,-3459798973280587726,IP,19-33,M,KPJ,RM,1,19793.65
8543301761210397735,-3501500439547317291,IP,14-18,M,KPJ,RM,1,16170.55
8543301761210397735,-392083450555986726,IP,49-64,F,KPJ,RM,1,32028.45
8543301761210397735,-5435563001445935130,IP,14-18,M,KPJ,RM,1,12167.4
8543301761210397735,-5435563001445935130,IP,19-33,M,KPJ,RM,1,11292.9
8543301761210397735,-7339944797482121959,IP,34-48,M,KPJ,RM,1,8257.65
8543301761210397735,-8383966308998902685,IP," 6-13",M,KPJ,RM,1,12101.95
8543301761210397735,-8601465598190759989,IP,14-18,F,KPJ,RM,1,11114.9
8543301761210397735,-8601465598190759989,IP,14-18,M,KPJ,RM,1,9972.9
8543301761210397735,-8601465598190759989,IP,49-64,M,KPJ,RM,1,8537
8543301761210397735,-8601465598190759989,IP,65-78,F,KPJ,RM,1,10036.2
8543301761210397735,-8601465598190759989,IP,65-78,M,KPJ,RM,1,12091.8
8543301761210397735,-8601465598190759989,IP,79-98,M,KPJ,RM,1,16205.15
8543301761210397735,1105272675531099354,IP,34-48,M,KPJ,RM,1,18364.45
8543301761210397735,3516240106858554819,IP,19-33,F,KPJ,RM,1,5150.95
8543301761210397735,3516240106858554819,IP,34-48,M,KPJ,RM,1,12493.1
8543301761210397735,5621584450753457155,IP,19-33,M,KPJ,RM,1,11591.6
8543301761210397735,6452167824696309964,IP,19-33,M,KPJ,RM,1,13460.65
8553931301626711625,-1412379205908271316,IP,19-33,F,KPJ,RM,1,17782.8
8553931301626711625,-1412379205908271316,IP,19-33,M,KPJ,RM,1,20848.6
8553931301626711625,-2400777479206868255,IP,19-33,M,KPJ,RM,1,7630.55
8553931301626711625,-8328271421550936097,IP,34-48,M,KPJ,RM,1,59258.5
8147826682358411235,1526557388740675547,IP,65-78,F,KPJ,RM,1,29992.25
8147826682358411235,2454985304141717577,IP," 3-5",F,KPJ,RM,1,12941.2
8147826682358411235,2454985304141717577,IP," 6-13",F,KPJ,RM,1,12985.05
8147826682358411235,2454985304141717577,IP," 6-13",M,KPJ,RM,1,13589.2
8147826682358411235,2454985304141717577,IP,14-18,F,KPJ,RM,1,22556.35
8147826682358411235,2454985304141717577,IP,14-18,M,KPJ,RM,1,22016.05
8147826682358411235,2454985304141717577,IP,34-48,F,KPJ,RM,1,22259.55
8447060097143411824,-9188307554247095621,IP,49-64,F,KPJ,RM,1,7490.05
8447060097143411824,1105272675531099354,IP,19-33,M,KPJ,RM,1,7238.7
8447060097143411824,-4436898128208229243,IP,49-64,M,KPJ,RM,1,27571.25
8447060097143411824,-5888417954016589878,IP,65-78,M,KPJ,RM,1,35851.55
8447060097143411824,-9047766411362668150,IP,19-33,M,KPJ,RM,1,14441.65
8147826682358411235,-4460384842731820476,IP,34-48,M,KPJ,RM,1,19163.45
8147826682358411235,-4600865658796054078,IP,34-48,M,KPJ,RM,1,37017.55
8147826682358411235,-4993606500092409957,IP,19-33,M,KPJ,RM,1,32794.5
8147826682358411235,-5154939507286640672,IP,49-64,F,KPJ,RM,1,20637.95
8147826682358411235,-5917207678682920992,IP,49-64,M,KPJ,RM,1,31350.5
8147826682358411235,-6805478360069418140,IP,19-33,M,KPJ,RM,1,18819.6
8147826682358411235,-695644322449358746,IP,34-48,M,KPJ,RM,1,8321.4
8147826682358411235,-8383966308998902685,IP," 1-2",F,KPJ,RM,1,6625.3
8147826682358411235,-8383966308998902685,IP," 1-2",M,KPJ,RM,1,2354.2
8147826682358411235,-8383966308998902685,IP," 3-5",F,KPJ,RM,1,3075.45
8147826682358411235,-8383966308998902685,IP,14-18,M,KPJ,RM,1,5377
8147826682358411235,-8383966308998902685,IP,19-33,M,KPJ,RM,1,13049.35
8147826682358411235,-8383966308998902685,IP,49-64,M,KPJ,RM,1,4659.25
8147826682358411235,-8383966308998902685,IP,65-78,M,KPJ,RM,1,4787.9
8147826682358411235,-8383966308998902685,IP,79-98,F,KPJ,RM,1,15178.5
8147826682358411235,1034310224690629553,IP,34-48,M,KPJ,RM,1,26245.95
8147826682358411235,1105272675531099354,IP,19-33,M,KPJ,RM,1,35979.5
8147826682358411235,-3085373731158004225,IP,65-78,M,KPJ,RM,1,5955.15
8147826682358411235,-3085373731158004225,IP,79-98,F,KPJ,RM,1,4368
8147826682358411235,-3085373731158004225,IP,19-33,M,KPJ,RM,1,5670.05
8147826682358411235,-3085373731158004225,IP,34-48,M,KPJ,RM,1,3022.5
8147826682358411235,-3085373731158004225,IP," 6-13",F,KPJ,RM,1,5934.5
8088326883167485463,2454985304141717577,IP,65-78,F,KPJ,RM,1,12654.95
8088326883167485463,4074833484965539161,IP,14-18,M,KPJ,RM,1,7374.4
8088326883167485463,5143515511340841142,IP,34-48,F,KPJ,RM,1,21960.8
8088326883167485463,6588583351498310817,IP,19-33,M,KPJ,RM,1,16847.95
8088326883167485463,7360256130118646831,IP,19-33,M,KPJ,RM,1,33051.2
8088326883167485463,9140226363766685030,IP,34-48,M,KPJ,RM,1,26812.65
8147826682358411235,-1020988841646970600,IP,34-48,M,KPJ,RM,1,27427.3
8147826682358411235,-1348179578552615098,IP,79-98,F,KPJ,RM,1,20563.45
8147826682358411235,-1348179578552615098,IP,79-98,M,KPJ,RM,1,25062.2
8147826682358411235,-1412379205908271316,IP,19-33,F,KPJ,RM,1,26959.75
8147826682358411235,-2400777479206868255,IP," 6-13",F,KPJ,RM,1,3137.9
