sourceId,destinationId,relationship_type,source_system_name
1126007,364563006,Interprets,SNOMED CT
1131009,86185002,Interprets,SNOMED CT
1134001,247505001,Interprets,SNOMED CT
1139006,246792000,Interprets,SNOMED CT
1139006,421640006,Interprets,SNOMED CT
1140008,18373002,Interprets,SNOMED CT
1145003,288547000,Interprets,SNOMED CT
1145003,363915008,Interprets,SNOMED CT
1151008,18373002,Interprets,SNOMED CT
1151008,73750009,Interprets,SNOMED CT
1151008,77944008,Interprets,SNOMED CT
1151008,281004000,Interprets,SNOMED CT
1151008,415823006,Interprets,SNOMED CT
1152001,251348006,Interprets,SNOMED CT
1152001,271930005,Interprets,SNOMED CT
1152001,386053000,Interprets,SNOMED CT
1155004,29303009,Interprets,SNOMED CT
1155004,70337006,Interprets,SNOMED CT
1155004,251134003,Interprets,SNOMED CT
1168007,15220000,Interprets,SNOMED CT
1168007,405824009,Interprets,SNOMED CT
1184008,18373002,Interprets,SNOMED CT
1184008,248241002,Interprets,SNOMED CT
1194003,278844005,Interprets,SNOMED CT
1201005,75367002,Interprets,SNOMED CT
1230003,3850002,Interprets,SNOMED CT
1230003,364644000,Interprets,SNOMED CT
1240000,271605009,Interprets,SNOMED CT
1240000,397155001,Interprets,SNOMED CT
1271009,44138005,Interprets,SNOMED CT
1271009,47078008,Interprets,SNOMED CT
1271009,247505001,Interprets,SNOMED CT
1283006,18373002,Interprets,SNOMED CT
1283006,246633000,Interprets,SNOMED CT
1286003,74848003,Interprets,SNOMED CT
1318006,15220000,Interprets,SNOMED CT
1318006,405824009,Interprets,SNOMED CT
1332008,18373002,Interprets,SNOMED CT
1332008,415823006,Interprets,SNOMED CT
1343000,364320009,Interprets,SNOMED CT
1354005,7542004,Interprets,SNOMED CT
1354005,271905007,Interprets,SNOMED CT
1361009,783819001,Interprets,SNOMED CT
1380006,285854004,Interprets,SNOMED CT
1393001,43857005,Interprets,SNOMED CT
1393001,312681000,Interprets,SNOMED CT
1402001,3850002,Interprets,SNOMED CT
1402001,24039005,Interprets,SNOMED CT
1402001,285854004,Interprets,SNOMED CT
1402001,364644000,Interprets,SNOMED CT
1451003,103579009,Interprets,SNOMED CT
1451003,271905007,Interprets,SNOMED CT
1469007,364320009,Interprets,SNOMED CT
1488000,106079008,Interprets,SNOMED CT
1523005,364636000,Interprets,SNOMED CT
1534008,31763002,Interprets,SNOMED CT
1534008,255324009,Interprets,SNOMED CT
1534008,363847004,Interprets,SNOMED CT
1538006,364320009,Interprets,SNOMED CT
1556006,364636000,Interprets,SNOMED CT
1563006,74848003,Interprets,SNOMED CT
1588003,18991001,Interprets,SNOMED CT
1592005,105011006,Interprets,SNOMED CT
1592005,364320009,Interprets,SNOMED CT
1593000,255324009,Interprets,SNOMED CT
1593000,363847004,Interprets,SNOMED CT
1608005,19381008,Interprets,SNOMED CT
1639007,364320009,Interprets,SNOMED CT
1663004,15220000,Interprets,SNOMED CT
1663004,252416005,Interprets,SNOMED CT
1663004,364636000,Interprets,SNOMED CT
1667003,7352004,Interprets,SNOMED CT
1667003,83323007,Interprets,SNOMED CT
1670004,18373002,Interprets,SNOMED CT
1670004,249893002,Interprets,SNOMED CT
1670004,255324009,Interprets,SNOMED CT
1670004,363847004,Interprets,SNOMED CT
1686006,285854004,Interprets,SNOMED CT
1692000,29303009,Interprets,SNOMED CT
1692000,70337006,Interprets,SNOMED CT
1692000,251134003,Interprets,SNOMED CT
1742007,246464006,Interprets,SNOMED CT
1742007,248092002,Interprets,SNOMED CT
1742007,248095000,Interprets,SNOMED CT
1742007,364644000,Interprets,SNOMED CT
1762004,364644000,Interprets,SNOMED CT
1767005,31763002,Interprets,SNOMED CT
1767005,313088003,Interprets,SNOMED CT
1777007,15220000,Interprets,SNOMED CT
1777007,386053000,Interprets,SNOMED CT
1816003,285854004,Interprets,SNOMED CT
1821000,46680005,Interprets,SNOMED CT
1821000,78064003,Interprets,SNOMED CT
1821000,364062005,Interprets,SNOMED CT
1845001,255324009,Interprets,SNOMED CT
1845001,363847004,Interprets,SNOMED CT
1865008,15281004,Interprets,SNOMED CT
1881003,4327008,Interprets,SNOMED CT
1881003,39025000,Interprets,SNOMED CT
1881003,364644000,Interprets,SNOMED CT
1881003,384759009,Interprets,SNOMED CT
1891009,284545001,Interprets,SNOMED CT
1891009,364197005,Interprets,SNOMED CT
1908008,74848003,Interprets,SNOMED CT
1909000,61402003,Interprets,SNOMED CT
1909000,281004000,Interprets,SNOMED CT
1909000,415823006,Interprets,SNOMED CT
1919006,103579009,Interprets,SNOMED CT
1919006,271905007,Interprets,SNOMED CT
1926006,43857005,Interprets,SNOMED CT
1939005,58190003,Interprets,SNOMED CT
1943009,3850002,Interprets,SNOMED CT
1943009,18373002,Interprets,SNOMED CT
1943009,247888008,Interprets,SNOMED CT
1943009,364644000,Interprets,SNOMED CT
1943009,405045001,Interprets,SNOMED CT
1963002,14089001,Interprets,SNOMED CT
1963002,441689006,Interprets,SNOMED CT
1965009,73864000,Interprets,SNOMED CT
1965009,415532001,Interprets,SNOMED CT
2004005,70337006,Interprets,SNOMED CT
2004005,75367002,Interprets,SNOMED CT
2036003,74848003,Interprets,SNOMED CT
2041006,35188005,Interprets,SNOMED CT
2041006,271603002,Interprets,SNOMED CT
2061000,47078008,Interprets,SNOMED CT
2061000,364019009,Interprets,SNOMED CT
2061000,364644000,Interprets,SNOMED CT
2070002,18373002,Interprets,SNOMED CT
2073000,3850002,Interprets,SNOMED CT
2073000,311465003,Interprets,SNOMED CT
2073000,364644000,Interprets,SNOMED CT
2073000,424682006,Interprets,SNOMED CT
2109003,47563007,Interprets,SNOMED CT
2120003,75382007,Interprets,SNOMED CT
2120003,246464006,Interprets,SNOMED CT
2120003,363896009,Interprets,SNOMED CT
2120003,363912006,Interprets,SNOMED CT
2120003,364644000,Interprets,SNOMED CT
2134003,18373002,Interprets,SNOMED CT
2138000,249101006,Interprets,SNOMED CT
2138000,364644000,Interprets,SNOMED CT
2145000,76859005,Interprets,SNOMED CT
2145000,246464006,Interprets,SNOMED CT
2145000,363903009,Interprets,SNOMED CT
2145000,364644000,Interprets,SNOMED CT
2149006,35188005,Interprets,SNOMED CT
2149006,364387009,Interprets,SNOMED CT
2149006,386053000,Interprets,SNOMED CT
2170000,70337006,Interprets,SNOMED CT
2216005,364644000,Interprets,SNOMED CT
2219003,278844005,Interprets,SNOMED CT
2228002,18373002,Interprets,SNOMED CT
2228002,73750009,Interprets,SNOMED CT
2228002,415823006,Interprets,SNOMED CT
2237002,18373002,Interprets,SNOMED CT
2239004,364320009,Interprets,SNOMED CT
2239004,364644000,Interprets,SNOMED CT
2241003,57188001,Interprets,SNOMED CT
2243000,271240001,Interprets,SNOMED CT
2251002,41633001,Interprets,SNOMED CT
2268003,3850002,Interprets,SNOMED CT
2268003,363896009,Interprets,SNOMED CT
2301009,3850002,Interprets,SNOMED CT
2301009,363870007,Interprets,SNOMED CT
2301009,363871006,Interprets,SNOMED CT
2301009,364644000,Interprets,SNOMED CT
2308003,15220000,Interprets,SNOMED CT
2308003,405824009,Interprets,SNOMED CT
2314005,76859005,Interprets,SNOMED CT
2314005,228476008,Interprets,SNOMED CT
2314005,246464006,Interprets,SNOMED CT
2314005,364644000,Interprets,SNOMED CT
2326000,224083004,Interprets,SNOMED CT
2326000,271905007,Interprets,SNOMED CT
