atom_id,source_code
A23573830,43191
A23579862,1021162
A32355293,29862
A23574632,81227
A32357171,17262
A32360955,0226U
A18512120,49570
A15885353,0516F
A23579376,20693
A21048966,44346
A24211182,33958
A34772237,90880
A32361974,35011
A4849592,33974
A34767086,99421
A34774439,95954
A34771563,59620
A21042545,88307
A31178754,66982
A4852610,48540
A34769843,28264
A28578310,81346
A32358970,96374
A32353120,27217
A27406151,1027640
A25755923,81218
A31179996,3052F
A28578654,81249
A32352076,82670
A19995772,54065
A1946835,81007
A32361856,33220
A18512718,99225
A21038608,81240
A34768666,98968
A4850243,37600
A32366671,63057
A0718834,83500
A19995118,67415
A21045352,49412
A21056001,32655
A21059807,37600
A23572449,1013829
A29929503,50437
A32359783,35005
A32360168,61645
A4917385,83935
A15884940,0520F
A1750799,28060
A24206386,01829
A23569631,22844
A32362589,74240
A17110694,3250F
A32362184,45380
A32353976,76700
A19997135,26428
A21043024,21155
A7159836,0503F
A32353898,69949
A32355785,58573
A32360235,63090
A32354182,81404
A32365062,86328
A19991810,26750
A4862646,95852
A21052965,58200
A34772860,0703T
A34769955,51990
A32354879,11643
A18514326,90966
A17110289,3511F
A32367517,93247
A32367602,95971
A13079304,92568
A21033797,31541
A13077189,4077F
A32361943,34451
A32353722,62264
A3859745,90707
A1750831,58999
A19995826,61575
A1748632,26205
A24207290,35131
A19993091,4185F
A25756880,92538
A21038689,84702
A4857388,69637
A4852347,28735
A1414463,88142
A1414592,23182
A23570395,20527
A23572901,25391
A34774976,93786
A34770795,01937
A32352352,92229
A32362903,81407
A19991993,54670
A24211121,80348
A34770313,21100
A34771717,0268U
A32350566,11640
A28578426,34712
A32362762,81193
A15887054,97014
A19994152,38381
A19992808,68440
A21039249,3520F
A34772535,44604
A34772275,96000
A34772760,0265U
A21043077,90951
A19997730,3450F
A32359579,27280
A32366311,37222
A32362520,67311
A4864004,43640
A21040182,76998
A0968637,87580
A8580941,38212
A5062835,99512
A32361421,14061
A0645094,75716
A4861846,37181
A24209832,35141
A23569710,26034
A21055062,85048
A23572852,23146
A23570811,1011511
A23579830,1015064
A34773168,63012
A32357266,20606
A32364839,80352
A15887743,30117
A34767118,15050
A34770613,78195
A21036992,15572
A32358979,96542
A32351614,63091
A21050424,11900
A4851473,50555
A13077534,24579
A24211520,35141
A28578702,99217
A21059175,19369
A21047137,30300
A24207138,00520
A32356578,0182U
A4861367,85705
A18512204,86922
A4858513,45562
A21034313,52214
A34772393,23480
A34767863,49540
A34774770,61313
A32366483,49507
A15885476,21343
A23574116,1020549
A34767265,38215
A34767352,58262
A21034660,64517
A19994400,75726
A19995780,54406
A19993131,32673
A34769520,67314
A31178919,0543T
A32362874,81405
A21044470,15736
A17110688,0521F
A23573776,27637
A34770818,20103
A34771132,78262
A34769644,90839
A29929123,VM
A32357132,15157
A15885728,1134F
A32354251,81410
A0695416,54900
A21057925,21235
A32361171,1036192
A21041388,38900
A4857373,69667
A19991949,50340
A8575843,83915
A19996299,81297
A34768038,0253U
A18512564,64632
A32362622,76376
A15885942,24145
A24208268,55720
A23571669,1014169
A15887744,30118
A21050216,95017
A21060967,88307
A0783512,49002
A34769181,99507
A32359133,11045
A29930051,0522T
A0795861,12004
A4861732,27445
A34771739,90696
A34768934,50660
A11000829,15833
A32352734,12046
A32364969,81406
A32363266,93788
A21056514,55200
A34771088,67974
A29929980,0031U
A32358980,97010
A32358157,64634
A32356127,76999
A0702888,92342
A15887216,19303
A29929261,0335T
A11001043,4018F
A34770384,29819
A34772220,0273U
A34769731,1019134
A15887713,27405
A15886867,27732
A24212048,80352
A21040924,25337
A15886036,32036
A23574856,1011549
A32355294,29867
A32356232,81191
A0676425,86157
A4861274,25000
A34771426,29075
A0662164,35566
A21036526,82930
A21051925,19110
A21041620,49566
A34767583,96367
A19992498,13153
A21044305,01730
A32362597,74251
A32353106,26843
A19995819,61253
A19994345,66761
A34775563,97016
A21039453,21247
A21032537,50380
A4862605,69603
A8579223,28238
A7160021,48551
A34769683,96571
A17110737,1158F
A32367073,81403
A21050470,63265
A4858514,45563
A4739172,69100
A23575758,1020217
A23576113,22210
A21054025,82585
A34772588,56440
A32365040,84085
A32365044,84379
A18513682,11451
A8578853,22110
A1414831,24498
A11000377,95012
A4953595,01622
A21039124,33365
A31179120,0131U
A32352002,81404
A15887299,26535
A19995868,64744
A4863442,45114
A19997177,32661
A27404803,KW
A25756382,50705
A34771601,64568
A19993696,82120
A32365297,92541
A32362649,77263
A34771895,24120
A21048659,31629
A23577227,1005338
A23574096,1014611
A34775030,0677T
A34771474,35636
A34774661,36903
A34767593,98976
A15885369,3340F
A21052288,29280
A15886324,20101
A0802203,59120
A4859252,27356
A21057923,21195
A31179320,78800
A32364406,52240
A32352293,0193U
A21048841,37660
A24209123,61619
A21058525,67025
A13079064,26546
A23578116,1009946
A23574282,81263
A34772712,81523
A34767125,17110
A34769784,22515
A18513876,89346
A32363233,93288
A32354634,95885
A32351917,81181
A32356541,89250
A8578683,95117
A19996357,19125
A4851769,51700
A24209088,54415
A32363998,31600
A21039035,64561
A18514333,93041
A29929455,0521T
A32361546,17272
A11001478,77084
A21050459,36225
A21034119,43865
A21041413,42107
A17110951,1101F
A32359196,11641
A29928936,99454
A29929660,0516T
A32363222,93040
A32363274,93978
A32365197,0147U
A2060362,50840
A0802814,26130
A4851944,82962
A24211566,37226
A19991858,35539
A4848290,94640
A32362870,81405
A19995552,00840
A32364343,49460
A24208381,64716
A21048976,44960
A27405018,99153
A25757031,77771
A2059597,35647
A32361497,15275
A32363301,95725
A15887662,24120
A4852460,27156
A21035246,93580
A24207365,45346
A2410088,87255
A23576790,11471
A34775454,86052
A34773645,45121
A28578413,34706
A32358419,81247
A21039223,90957
A11000832,19307
A4860517,25315
A24209909,50555
A4852990,31775
A27404810,SE
A11000998,49435
A17110184,1158F
A32351246,37218
A32364360,50430
A21039302,72220
A1414307,23130
A4858989,26434
A21032025,00848
A21045669,61616
A21034053,42440
A21036145,49020
A34769682,96450
A32361543,17271
A32361553,17276
A32365272,90912
A32355784,58573
A32365505,99406
A21033315,15570
A0880817,20956
A15885671,QM
A34770695,92283
A18512380,65782
A18515034,78494
A21057752,63275
A21052572,40700
A21039551,26593
A32351339,43286
A21053516,84445
A1748789,93017
A4858414,61564
A27405244,GW
A34774918,0247U
A34773878,95921
A21059181,20206
A4852697,44300
A21052062,25000
A21056329,47460
A21048780,35207
A23576597,4550F
A23577395,43274
A34770218,97761
A34769214,99487
A31178779,78434
A32366016,26390
A32362639,76886
A32354149,81401
A32360566,81306
A32354355,87420
A34769292,26010
A4858639,54535
A1746852,27692
A24206381,01730
A21058499,64771
A34771019,53605
A32350607,14041
A31179557,64421
A32365239,0214U
A21060387,62161
A21060389,62190
A27404876,80306
A23579793,1012036
A32359925,43240
A32351705,67961
A28577675,99220
A19994098,32482
A21043039,35623
A24212639,73130
A27404936,1021893
A32354040,78803
A32367165,81514
A4857134,55200
A18512937,46916
A21037316,27330
A21048705,33315
A4852479,21044
A24212063,81445
A4917654,49320
A21056396,50120
A4863392,48154
A24212172,00832
A21042670,93931
A21046767,81479
A34770902,30545
A21058710,84235
A21050231,99307
A21052307,29914
A18512451,11044
A34771190,0284U
A34767683,20702
A32353483,43286
A15885218,00211
A24207948,80356
A21052724,46060
A19993314,32098
A21038909,93603
A4863497,56620
A32367487,92517
A32363258,93571
A32351966,81401
A18511954,61313
A19996518,46917
A32362396,63020
A21049425,63266
A0812391,69644
A25756036,86708
A34768276,27076
A18515107,90586
A34771550,53453
A32359014,99192
A32366231,34848
A32366403,43288
A18514279,87143
A21060865,86698
A21057694,01931
A21047685,81209
A23577419,01380
A4851616,42800
A32364727,76511
A21059490,27756
A21059241,21502
A15886472,57410
A32356745,94005
A32363005,87300
A4860404,62147
A19995870,64760
A19992718,58571
A0014267,84087
A34771919,27424
A32358549,81406
A15885241,73080
A24208638,44403
A24207986,01432
A18514558,33254
A23571147,15936
A32365474,99242
A32364364,50400
A32360630,81403
A19992641,44605
A0104555,84140
A21058636,80150
A34767163,22867
A17110296,4280F
A32351166,35045
A4858862,65280
A0783579,35226
A24206341,81246
A21054769,58356
A21046049,81220
A24211590,50386
A23576877,20610
A27405325,0437T
A25756516,94640
A32364493,61702
A21055776,27097
A18512203,86891
A32350487,01440
A15887481,4220F
A18512201,86304
A23580270,26121
A21046740,35560
A32351886,80050
A32352083,83033
A11000850,72295
A21050255,12013
A8582587,27266
A19994679,32664
A4855938,33641
A21034962,83519
A15887727,28286
A23575619,1007676
A34769073,87329
A32361253,0594T
A4860018,26820
A34768029,0152U
A34774758,58543
A34770720,95134
A34772674,76510
A32359717,33881
A32358667,87188
A28578319,82043
A34770343,25035
A23576160,25145
A18513941,4326F
A34772923,21199
A34768625,92549
A32363529,11606
A32366245,35021
A32366740,64493
A32362609,75630
A3859463,83491
A2059824,26390
A21041803,58180
A13076796,28485
A4859060,26560
A32360820,87426
A21058283,42800
A21031821,37213
A23572822,21249
A23571398,29355
A34771872,21016
A34773085,45320
A27404740,36903
A32355753,54312
A15886997,12055
A23572391,1009737
A21042023,63265
A21041381,38221
A2408278,62148
A24210301,22514
A19991951,50500
A24207158,01620
A34775408,71120
A32350762,17284
A32352357,92313
A32355984,64885
A0813785,96999
A4855510,17340
A4891878,63088
A34774233,57305
A27405207,90655
A23574624,49407
A8577140,83670
A19994102,32667
A24206188,33953
A34770409,33519
A32363580,14040
A21034666,64595
A15885107,27306
A4852627,44369
A24206303,3775F
A23578547,20661
A23578177,1014212
A25756091,72170
A32352519,97172
A32355846,61751
A32358545,81406
A4857682,93621
A4853785,64721
A4852613,44021
A23573289,1015130
A34768819,29581
A34770690,90847
A18512263,90964
A32353253,33881
A32354306,86403
A4854475,61710
A24207405,52342
A21048448,27215
A23570551,27532
A34775399,68399
A34770686,90690
A34770419,34705
A32352426,93620
A21046349,93797
A21032536,50360
A24210816,61619
A34775074,11106
A32362554,70557
A32352148,86976
A4851949,85060
A32358391,80364
A24211361,00300
A21042517,88304
A23571511,1003152
A34773114,50605
A32361006,92614
A32365961,23485
A32366808,70552
A32358359,78830
A19996152,99394
A0675043,23655
A34770862,26600
A17111222,3388F
A32364539,63086
A32356014,67966
A19997584,85461
A19997246,44015
A24207422,54328
A34770722,95251
A21045877,67900
A21055969,31629
A0656501,20205
A15885852,01963
A23579447,24346
A34767416,70200
A0773638,40720
A21051054,50010
A23571608,1009381
A0784013,62225
A13079087,62361
A21045210,43241
A27405644,76706
A23570478,25035
A34768277,27140
A34773776,77338
A31180279,0562T
A29928933,99453
A19994392,74328
A4927707,21196
A0802369,33322
A21042963,87912
A21041026,27443
A34768786,26117
A34770473,44407
A32350536,11426
A18515060,84377
A32355647,45308
A15885072,24152
A18512070,32200
A34773530,27899
A34767272,42400
A32365665,13122
A32352288,0187U
A0697589,93660
A19997323,53510
A24208198,50075
A23569478,10061
A25756351,81218
A32367220,85370
A4864241,60270
A15887318,27899
A21057350,93882
A23571578,1007305
A23578865,1005486
A23571255,22802
A15885210,T1
A34769042,74150
A34767668,15276
A31179327,78800
A0646212,86790
A19996332,00794
A0795193,11301
A0675520,44650
A18514595,46900
A34773729,66989
A21040352,87260
A21056442,50957
A4953675,38207
A23579747,1008520
A11001294,15116
A34769343,33268
A1414864,90676
A32360083,52315
A0707332,82938
A18514664,76816
A1750697,55530
A0781534,25115
A23579559,28090
A32354455,0151U
A32357103,15100
A32360379,74300
A4855952,30540
A34771061,63251
A32354852,11422
A18513356,58562
A24211750,64702
A8580212,31087
A24211142,89337
A34773241,78070
A4849185,99135
A32363616,15004
A32352825,15273
A32353732,63001
A21050974,42280
A21034319,52355
A32354399,87999
A34769034,69719
A34774492,01250
A32366213,34704
A15884999,12047
A0795184,11310
A19993450,51610
A21059573,30802
A24207893,97606
A34775504,1036660
A29929669,0531T
A17110598,32561
A32362393,63017
A19992138,75820
A17110634,22840
A34767672,15944
A34770961,43116
A32362427,63088
A32362440,63091
A19993641,75736
A4853849,29710
A21046519,97533
A34772606,59897
A32354957,15101
A32355109,21047
A4852315,24138
A24210209,76872
A19995202,77262
A8581112,92507
A24209492,80357
A17110344,90473
A23569113,1007242
A18514498,00800
A32366896,77066
A32359467,21555
A32351593,63081
A19997355,58925
A19997568,83864
A19995249,82261
A21049472,64727
A11000884,1039F
A7159778,31546
A2409963,76817
A24206203,43270
A23577027,27497
A23575582,1005815
A32363778,20606
A32351457,50400
A32367177,82077
A23571680,1018172
A24208429,72220
A24208522,77432
A23575783,87661
A19996934,1031F
A31180504,96165
A32361200,99306
A32353811,64449
A32358304,76881
A32360520,80337
A32354191,81404
A34772545,47135
A34768465,61686
A18513023,86778
A4859776,26615
A8578627,89255
A21049566,69662
A15887440,82040
A21060257,59001
A29929687,1035164
A32367574,94618
A32353984,76827
A32364736,76828
A32358355,78830
A4857360,69645
A0721604,39545
A32366674,63075
A21053281,67966
A23579870,19081
A19997198,35509
A32360628,81403
A32364935,81404
A21041956,61850
A0233466,85337
A34773675,54348
A21060955,88304
A23571733,1P
A0783931,35184
A31178755,66982
A29929276,0527T
A32365386,95724
A32362078,37244
A32366630,62223
A15885493,23180
A25756590,73501
A32364508,63001
A0758313,26496
A32359010,99183
A4861154,61850
A23570591,28445
A24210219,77280
A31178730,64400
A29929788,90689
A32363766,20220
A32358487,81403
A23570033,80170
A13076815,78606
A34773911,0666T
A34775077,11602
A34769445,54344
A18514454,70380
A4859791,21422
A32362539,70160
A11000655,19301
A15886333,20680
A19991710,15152
A21040304,85292
A23572437,1013008
A32364197,37247
A32354439,0105U
A19997345,57513
A21053234,65220
A21039031,31660
A31179576,74220
A32361938,34401
A0698139,53230
A18512933,43652
A1746460,27303
A21058411,54220
A11001514,1034F
A21057711,13153
A4863816,15951
A32362812,81401
A19997513,77620
A21035726,01112
A13079000,49204
A21057583,33368
A23572169,28106
A34767613,0692T
A34770707,93261
A32352696,11442
A19992035,61070
A4861240,64738
A24206520,35112
A21051365,81200
A21056761,63655
A34770998,49651
A31179643,0063U
A23578909,1007981
A32358955,95972
A32352977,21048
A21046082,82525
A19994071,27502
A23577651,15760
A23575595,1006582
A32362389,63012
A32367154,81408
A23573923,1002845
A21056361,49326
A34769703,0672T
A32353651,55920
A32362490,64492
A18514028,51535
A21045257,44208
A23579572,28292
A34769335,32140
A21047365,47555
A34773693,58957
A19994978,49321
A32352801,15136
A21039086,4250F
A32360935,0194U
A0672521,82485
A0750721,89190
A19996547,53440
A24208751,3760F
A13078556,64650
A18512780,93566
A25757231,96936
A23580770,66183
A32367605,95976
A32365029,83060
A4891916,64837
A21039142,41250
A21041239,33600
A23571387,28210
A32358945,95801
A34770271,1036697
A13078867,15110
A21050214,93798
A28578218,0503T
A18513723,33884
A24209020,37192
A2409973,66990
A23568387,1015079
A4861822,50340
A11001357,92025
A34769369,35637
A32359193,11624
A8581921,89291
A28577974,1031054
A32355445,35021
A21057242,88309
A4847740,84060
A24209043,38505
A23570184,24310
A19993108,0266T
A21042320,81215
A24212008,62302
A25756390,77767
A34772580,55520
A32365667,13131
A31180084,66987
A32364193,37237
A32364428,54438
A0698278,27062
A18514572,36620
A21033659,27510
A8580214,31081
A19991768,0265T
A32350687,15278
A21037300,27217
A19993650,77300
A0748652,78468
A0687871,53665
A0662140,35666
A24208972,35131
A24210515,01670
A32352306,0215U
A19992022,58976
A21058910,98961
A13079040,3141F
A23576458,1007403
A3859740,70559
A4860012,25805
A21031970,86000
A24209439,45346
A32354006,78016
A21053062,61607
A21056943,74400
A21048625,31231
A13079084,57423
A23577259,43232
A32362422,63087
A15885100,26568
A4917200,86658
A21055107,86965
A13076392,11900
A0729670,63286
A4862005,31599
A23574415,20838
A21054067,95811
A21043029,21386
A34770859,26437
A34771002,50722
A32357027,12018
A28578109,58575
A32358976,96413
A1749566,51605
A21051725,01484
A21032933,86932
A21048668,31635
A21046529,4014F
A34769060,81349
A34772447,28304
A34771694,87335
A32359062,1036215
A32361937,34401
A32362036,36466
A4852835,61539
A2409129,85576
A0752202,64897
A8582772,33692
A8578281,28114
A23580122,15576
A25757208,81273
A34773372,95707
A19997555,82365
A21045597,61108
A21052177,27232
A27405114,97161
A23580225,24357
A18514269,86382
A25756922,37253
A34772755,0249U
A34771961,33694
A34769127,92065
A0337931,19396
A32356154,78481
A34772648,67141
A8578856,22112
A21035388,90791
A21055850,27650
A25756218,72080
A0656484,41100
A32356369,81407
A21048243,21630
A0813758,21899
A19996398,30906
A27404999,81539
A23580351,28092
A23569800,29824
A4863891,45520
A34768049,0276U
A34770255,99407
A31179745,0576T
A32353246,33858
A0680770,61516
A2060319,54416
A34772272,95928
A19993709,83020
A21046065,82030
A24207836,1022248
A21039446,21137
A1753934,28309
A4917424,80198
A31179819,64448
A18512695,93456
A34774620,31298
A11000666,35509
A31178784,78801
A32352870,17262
A32356136,77401
A21049142,52281
A1746306,66172
A25756122,69209
A32361309,11012
A0814578,50970
A2059774,35142
A23578830,1003308
A32363103,0156U
A18514241,77423
A18514559,33265
A28577852,1031060
A32363220,92978
A32366405,43328
A1414500,26536
A15886708,01656
A21041176,31625
A0131416,80202
A23569702,25574
A34770238,0679T
A34774549,23406
A34772069,57307
A31179784,33016
A32358295,76811
A32367246,86834
A0698064,54112
A8578976,25116
A21045276,44661
A21052804,50390
A19993981,64555
A23579772,1010183
A34773756,74329
A18513085,94681
A32363667,15773
A32362437,63091
A32360495,78814
A32363135,0206U
A32363138,0211U
A27760012,90587
A32353600,51550
A34771001,50125
A34773128,52640
A19992574,33774
A21060364,61720
A21059292,24120
A21033675,27630
A21038823,88309
A13078224,98966
A21058974,00842
A18514332,93005
A32354326,86960
A32351492,53660
A17111080,88387
A32355239,27232
A21048473,27358
A23572677,11010
A23574432,21346
A23580988,22216
A23580310,27324
A2060488,50820
A31180482,93788
A32367113,81405
A4863994,99190
A15886733,14350
A1748762,21029
A21057339,93352
A34769418,48520
A34773615,41825
A21043879,72142
A21038031,52500
A21034624,63283
A4856627,63075
A34775062,01170
A32356860,99422
A32354142,81401
A4859007,26373
A21040120,70460
A23577401,0584F
A24206989,43244
A23579061,43195
A23576421,1005438
A19993281,26645
A34767179,26844
A34774451,97608
A34770039,66991
A0813727,19499
A29929889,11103
A23572314,1005039
A21057097,84449
A18514703,86927
A4811417,59514
A19992548,28495
A21057171,87252
A21052707,45100
A19992430,29916
A34774943,90586
A19994847,27675
A21042613,92526
A21037817,43840
A21059387,26502
A15887885,3270F
A15885801,3301F
A21046771,85250
A32367239,86406
A0958444,86940
A1749536,61860
A0802162,31820
A23576081,20605
A4859062,26562
A1414303,83919
A32357624,35013
A32360042,50400
A21052499,35207
A21046946,21120
A32354324,86911
A18514684,83009
A23570487,25151
A34768980,61796
A21055343,00910
A32366647,63005
A1746078,80418
A4860322,80426
A23568276,1007599
A19992412,81382
A34770857,26110
A34767390,64653
A34771102,70480
A34775361,63053
A13078358,85370
A0812390,69645
A21038030,52450
A21038191,61606
A32360096,53661
A2406762,85032
A34772837,99173
A21061036,92575
A21051350,80050
A29929997,92274
A32359303,15200
A32359317,15276
A32360289,64636
A4849260,29895
A11001316,35638
A34769372,36405
A21044696,25530
A21048936,43425
A21045475,52351
A21059132,15574
A32366045,27503
A21053221,64818
A17110156,45172
A21057591,36222
A32355522,37227
A24211167,33220
A24206972,1022225
A32350520,11312
A3859898,36576
A21052541,36800
A29929244,96130
A32367593,95807
A32358412,81222
A32350572,11900
A34770780,00176
A24208370,64617
A21038208,61608
A21033998,37606
A19995536,3074F
A23572978,27691
A21048990,45805
A29929510,76981
A32356785,95971
A32358992,97172
A1747422,00522
A19995112,66920
A21056261,43651
A15888047,23600
A23571317,26215
A19993212,1182F
A28578395,32994
A21038736,86906
A27405982,0437T
A13078738,0507F
A21050620,20206
A34772444,28126
A34773120,50970
A34771677,78832
A31179539,33858
A29928595,33274
A32356544,0023U
A24206543,35626
A21044651,25023
A23577369,84112
A21034931,81400
A24211214,62305
A17111226,3550F
A32356814,96425
A32357319,22214
A32355170,24077
A32350884,24515
A32357532,33517
A32359168,11421
A13078737,99409
A29929352,81327
A7160295,0500F
A23580938,20600
A23579744,1008429
A34767728,25924
A32360090,53215
A0341775,50722
A21050385,93631
A8583189,46942
A32366176,33993
A21045513,54700
A23580535,1008464
A31179522,20703
A32350753,17283
A19996053,86970
A8577317,97814
A24212581,64716
A24207369,45393
A27405065,36901
A34770655,87449
A19992454,92605
A34771468,35002
A4849181,99140
A28578385,15733
A32357965,58520
A4864259,53210
A0769006,22112
A21033364,20612
A24210727,38505
A4849727,29049
A21053430,81221
A34773993,21083
A34767884,54352
A18512930,43289
A32363472,01440
A23570715,1004869
A32350621,15004
A28577652,0013U
A32352313,0224U
A4935804,53447
A0783573,35231
A23572303,1004323
A18513995,4047F
A23578762,81225
A34772937,24079
A8576603,36571
A19993003,89352
A32361425,15002
A32352341,90957
A19996910,98926
A27405628,1022206
A4859601,28238
A32367720,99378
A34775241,36228
A28578366,99494
A4849391,59425
A21048329,25023
A27405414,1029699
A23574853,1011483
A23579092,1021539
A23575681,1011941
A34773706,61750
A19992515,24071
A32353816,64483
A32367379,0147U
A21034238,49656
A23576262,28225
A18514035,57287
A32362769,81254
A23570008,1008779
A32360332,69979
A34770950,38214
A32361392,12054
A28577827,96574
A32365825,17272
A17110942,88313
A4857015,27030
A1751434,80416
A21059517,28119
A21041149,30020
A18512490,27870
A34774287,66635
A34773964,01941
A17111115,31626
A19992242,86826
A32353566,49205
A15886933,57400
A21031902,95133
A4853905,58340
A19991977,52352
A21052624,43135
A32358362,78832
A0356014,78261
A19995832,61626
A21060544,67414
A4850354,29873
A34774636,33268
A32360139,58960
A21058486,63295
A21044464,15610
A21056002,32662
A21042531,88305
A0752212,64905
A34771796,0661T
A0669095,92971
A31179000,64450
A29929522,81167
A32354653,95991
A32367423,0209U
A19991773,00868
A18513624,62148
A34773614,40801
A27405944,0412T
A32357706,37229
A32360484,78830
A15886406,27307
A19993054,98928
A27405837,66740
A21058181,33930
A21034149,45300
A27406307,33390
A13079026,93505
A34772112,65730
A32361781,27615
A32355871,62380
A15887031,73564
A1946150,67221
A23568782,22315
A21056852,67255
A17110692,2028F
A25756447,10036
A34774577,27254
A34773137,54620
A32353514,44705
A32362343,61539
A32358472,81401
A4710394,58974
A23575670,1010959
A15885145,30300
A4864135,31766
A2059841,44700
A19994543,87801
A34771332,17273
A34768440,53515
A32361327,11312
A28578056,19294
A29929240,95983
A32360546,81192
A32352124,86431
A0808978,27111
A19994822,25635
A23577378,95911
A34774688,43497
A34770701,92605
A28578037,0484T
A32350757,17283
A32351589,63055
A21060248,58825
A21043874,72080
A13077789,70554
A23580528,1008168
A18514816,88332
A34767107,10160
A34771105,72050
A3860092,63101
A32363234,93289
A21059848,41800
A19992881,78725
A1748826,58700
A0741618,53020
A24207620,73120
A34770019,64449
A32367619,96921
A0648213,27050
A32362268,51720
A21037517,32141
A32366785,69005
A24206991,43252
A21045781,64405
A25756926,47539
A34769896,36810
A34774185,44345
A34771754,93227
A32363512,11422
A18514050,93565
A32350501,01991
A13078380,3092F
A28578610,34713
A32364929,81404
A32362960,86318
A19993310,31367
A1946521,73722
A1747861,38564
A34770287,13101
A32361618,20611
A32356446,86486
A0648214,25100
A21047373,48556
A21052963,58152
A21059374,26210
A28577699,31254
A21055876,28088
A8583208,88175
A0646209,86774
A32358253,74240
A32364303,45331
A21034304,51800
A4862234,57135
A27406336,1029694
A18511924,93924
A34772910,17262
A34774677,42507
A21060838,85610
A1746309,40527
A19993956,4255F
A27405925,62327
A32352626,0619T
A32366192,34151
A32357840,46610
A32360727,82016
A25756664,80197
A34774398,90471
A32362895,81406
A21040996,27156
A2060223,95145
A15887260,23156
A24211794,72020
A23577075,28092
A8578961,0107T
A29928629,81217
A4858994,26460
A4851437,69105
A23569986,1007386
A34768725,11201
A34769298,26861
A15887710,27347
A32359992,46744
A32362674,78431
A32356610,90371
A21046368,95044
A32364642,67999
A32350567,11641
A11000502,22585
A28578060,24685
A21037888,47381
A0674957,27517
A23568309,1009800
A21050236,3117F
A15886317,17360
A32366693,63090
A1749524,25335
A21042938,82728
A17110845,83516
A1746102,77605
A32363504,11313
A11001132,15100
A24206668,61885
A21031988,95783
A4953817,44207
A23571693,1020201
A34768144,1036888
A32361567,17283
A32350776,17315
A32363358,97760
A32364863,81265
A1115521,55600
A18512515,38510
A24206743,64716
A21038356,64590
A18513853,87285
A23578349,58720
A25756696,81437
A34767361,61345
A21057702,11771
A32356108,75956
A32356222,80426
A0746776,88355
A4917825,58275
A18512941,49520
A34767284,43243
A34775558,96167
A23573974,38780
A1946555,97803
A23579850,1020566
A23577744,22590
A23571295,25125
A25757130,73503
A27406329,28296
A32361242,99450
A32352957,20604
A32361739,26525
A34767153,22610
A8583209,88174
A23581030,25295
A4917291,82585
A21039997,59121
A34769734,99425
A32353442,42106
A32352872,17263
A32355426,34820
A32353757,63048
A32356038,70548
A32354443,0110U
A4854556,50520
A0674966,27510
A21059873,42844
A34767547,92524
A29928580,11104
A29929964,81329
A32359312,15261
A32360236,63090
A15886396,26200
A21033652,27501
A34775517,90968
A21041367,37192
A23571681,1018485
A21051461,86666
A23578579,22103
A21041610,49427
A34773214,70330
A3859517,84377
A31179411,0114U
A28578046,0502T
A32364714,75956
A4860506,26478
A4853611,99374
A34770142,0273U
A34768176,00640
A34770643,87350
A15887157,00730
A32354795,0628T
A32353153,28039
A21046491,36227
A23577236,1006057
A27405549,0411T
A21039644,29899
A21041141,29862
A23579722,1007199
A17111047,4052F
A25756641,29892
A34773337,91132
A34767544,92060
A32357088,15005
A31180503,96158
A4857596,24147
A8581464,74440
A21055358,01490
A23573802,28200
A34767386,64583
A34775391,67141
A32351854,78800
A19994609,96422
A23573716,25605
A32350619,15003
A28578122,81106
A28578031,0464T
A32364946,81405
A0711334,85525
A23568413,1021138
A27759975,0476T
A23576900,21510
A21034111,43641
A17111487,31627
A32365516,99486
A32364469,59614
A13077002,54161
A31179512,15769
A32362743,80343
A17110587,24152
A1749841,21060
A19996534,50580
A32357888,50557
A24208463,74410
A21039207,84443
A21057783,90715
A0349685,93618
A32351001,30435
A0644171,27590
A32362265,50957
A21055641,23146
A18512799,36821
A23571348,27486
A23577025,27497
A13077163,89344
A0644910,01430
A32359640,29876
A32362046,36597
A32362445,63091
A15884829,26517
A13077152,58570
A34773400,0662T
A32359192,11623
A0798719,75810
A19993248,01760
A0770180,50081
A24206246,80357
A32356911,99403
A21049857,87206
A31179051,78800
A28578746,33929
A32351631,63308
A4917363,80176
A0705317,15200
A21032072,15935
A19994941,44188
A23577928,81256
A34770447,38525
A31179420,0123U
A1414596,28320
A28578066,31276
A4856755,28675
A21042811,90875
A24208859,33221
A21031937,15842
A34768755,22112
A32361641,21421
A21032288,29877
A34767395,65875
A23579123,24620
A34769614,87637
A0750936,88027
A25755948,99177
A34775278,43314
A19996420,33504
A32350994,29581
A32360853,88012
A23569206,1013452
A15887515,1123F
A27405972,1021882
A0948293,78262
A34770246,0017M
A31180365,74230
A13078258,20910
A15885543,26843
A4855926,33710
A15885550,27400
A32362590,74240
A0814604,50725
A21048334,25040
A32350913,25922
A21049568,69710
A31178706,20561
A21057543,4305F
A32358267,75716
A4861663,66630
A0730933,25280
A32356123,76856
A32355759,54700
A21049785,84431
A19996697,71551
A34771113,75893
A21055529,15934
A32366077,28308
A32366645,63003
A32360721,81529
A32356404,82670
A15885533,26037
A13077471,32550
A4851529,42405
A25756657,55876
A32366455,46940
A4853237,70130
A24208205,50650
A19993376,41827
A15886444,30540
A25757290,81438
A34774434,94761
A11000668,36440
A31180429,0066U
A32358892,93293
A21034335,54200
A8584760,43361
A24206299,1061F
A23579188,55842
A34773465,21121
A32363570,13131
A32353458,43206
A28578800,43112
