atom_id,source_code
A21049134,52001
A21048400,26492
A4836614,27704
A18512869,01952
A23578071,1007380
A27405687,1021886
A27404765,1029677
A32351027,31649
A32351109,34151
A1746177,80412
A1747802,63600
A4856710,27259
A21034764,69950
A8579803,63709
A21033968,36522
A31180470,0131U
A28578523,97763
A32356645,91040
A32353169,29046
A32358212,70555
A19995574,17380
A21057523,99000
A34769837,27829
A32355073,19325
A24211201,45340
A21054688,48548
A21056270,44015
A21046015,78580
A1750335,28250
A34771940,30160
A15885627,63621
A32361693,24371
A32354014,78430
A23575514,99282
A21051896,15734
A21035699,95923
A32356238,81265
A23572460,1015071
A29929858,0519T
A32359777,34846
A21033527,25440
A13077030,99252
A4850550,86327
A13077495,93619
A23574939,19285
A21054051,90869
A34767198,27702
A34770985,47015
A34769973,57280
A34768482,63053
A31179444,93986
A24212510,61886
A21037231,25825
A13078551,49446
A23576087,20957
A4927677,34830
A13079261,43648
A4720893,67710
A19995479,0550F
A34769031,69511
A32367583,95130
A32365948,22867
A18512126,54057
A4859466,78701
A4857035,41006
A24211168,33249
A21048033,01932
A21040721,15630
A19991750,92621
A23573954,1005491
A0671332,82397
A34771104,72040
A32350953,27386
A32355461,35151
A7159893,79999
A21039095,13131
A1945969,38520
A4953782,76496
A3860069,86784
A34768431,51701
A32364843,80369
A32351878,78832
A23573991,1007622
A19996356,17340
A21060987,89330
A27405926,1014998
A34769191,0674T
A34773868,93600
A32354829,10008
A32357128,15155
A21055785,27216
A34768573,87341
A18514941,26727
A1414680,88239
A4857319,69440
A19993367,38230
A24206911,78472
A27759972,0470T
A34773202,67902
A3860335,64681
A32359246,14061
A31179637,81522
A32365817,17270
A32363297,95250
A32362548,70496
A32358534,81405
A15887686,26100
A8576726,66630
A21038440,68020
A23572030,23035
A25756232,81450
A34768717,00532
A32359399,17284
A32357156,17003
A32366391,43257
A21040926,25365
A23578603,24066
A32363543,11642
A4854518,23545
A18512188,82979
A24211113,80162
A24211817,73560
A21053897,24371
A34767356,60252
A0981725,42890
A17111519,4300F
A32352071,82017
A21043014,12036
A4859090,21084
A0757665,21344
A32351903,80337
A21048867,41008
A34775104,20696
A34774036,26415
A32362727,80181
A4855967,33814
A31179392,0089U
A17110356,3322F
A8583921,27185
A21047896,93640
A21034410,58560
A34767305,47379
A21048785,35363
A15886165,0513F
A23577293,1009235
A32361511,16020
A34767142,21348
A21054554,35355
A32361066,94002
A4853354,50690
A23575626,1007861
A34771363,22868
A34774044,26665
A32361009,92933
A24212419,51710
A24209565,0351T
A24211777,70370
A23572143,27538
A27404985,58674
A23578988,1013619
A34770381,28760
A34769347,33365
A32365739,15135
A18515055,83876
A17111141,4305F
A19993673,80402
A23573279,1014218
A23568956,29866
A24211960,20610
A32362740,80333
A34767431,75860
A32351771,74360
A21038046,54135
A0672308,74300
A24206363,00792
A21049320,61615
A21044277,00120
A23572804,20610
A18513139,11046
A34769398,43497
A29929662,0517T
A29929868,0532T
A32358896,93296
A32358048,63017
A32352286,0185U
A19993546,63305
A4861810,50396
A19992590,36013
A21044738,26520
A18513107,99501
A2406582,01830
A4858075,43410
A32364342,49460
A32360267,64400
A32362849,81405
A0756166,58615
A32354081,80333
A21033554,26418
A18513034,87472
A23570149,9007F
A32358768,0148U
A21044051,86593
A4849215,46754
A32359695,33514
A13077387,77011
A18514327,90989
A24212218,33216
A21055875,28050
A23568265,1007203
A21043212,20924
A34773632,43312
A24207116,80345
A18512183,82384
A4857631,97032
A0784135,61600
A27405471,XU
A32363432,99412
A19997773,81257
A34769353,33681
A1414645,82731
A19996389,28047
A4917373,83874
A0815757,59612
A34773701,60300
A24206672,62292
A21034265,50570
A21060332,61608
A21049555,69433
A23571187,19120
A34768170,00148
A32363278,94005
A32357847,46940
A0648205,24101
A21060336,61608
A4858921,67801
A0730079,31535
A27406155,GL
A23574015,1009172
A23577081,28122
A21051995,22841
A13077916,98966
A4861251,28309
A23573951,1005155
A23573992,1007728
A34772992,31375
A34775337,58575
A17110618,3018F
A32351337,43277
A1946776,61770
A4862209,54220
A13076979,20930
A23571718,80199
A21045300,45541
A23573215,1009844
A34768287,27407
A15884994,11980
A32353758,63051
A21045268,44392
A21055971,31630
A21053663,88307
A15886664,4130F
A21037446,29806
A21046062,81401
A31179377,0066U
A28578009,0016U
A19992106,70030
A21056641,61605
A21038636,82438
A1946827,47379
A34768497,64595
A23578696,27497
A4852652,44640
A18514988,45397
A13078957,3061F
A34769339,32852
A34774178,43622
A31179738,0564T
A32356800,96112
A32361940,34421
A21042881,29085
A24211227,76641
A32353598,50900
A32360870,88299
A34773926,0702T
A34771483,36818
A31179771,20560
A32362688,78608
A4852772,61760
A19996461,38530
A21060249,58900
A34771502,43135
A34774954,91010
A21035021,86780
A32361509,15828
A32353129,27328
A32364103,34706
A32358044,63011
A0679325,94660
A27759983,90651
A24208402,70300
A1750965,31075
A19994204,47146
A34773004,33241
A34774964,93308
A32365360,93976
A15886564,78315
A15884861,92311
A15884881,99393
A34768293,27690
A4864272,58520
A29929574,0042U
A32360223,63082
A32362705,78830
A0729666,63280
A21034298,51597
A23575335,25490
A34768932,50431
A34772823,96137
A31178709,20705
A32358293,76770
A32365216,0185U
A13077895,78606
A32360336,70160
A19995046,58563
A34773401,0667T
A4854184,32999
A21041670,50951
A23573928,1003237
A24208709,81426
A34769351,33509
A34773038,35695
A34773150,61253
A21059421,27156
A24210313,33952
A34772200,87637
A34769210,1018506
A34772728,87338
A19996806,85675
A32365535,0607T
A32350806,20611
A32364673,73222
A4858814,65400
A21042662,93650
A34775290,46942
A21052672,43647
A18514408,88749
A15888020,21401
A0795539,42330
A19992065,64778
A4862973,92511
A15886890,31040
A23578104,1009431
A19996439,35303
A0697991,41112
A29929471,10004
A32357163,17260
A8578135,27236
A1414578,28120
A1748210,28735
A11000699,78709
A34775443,1036753
A34769532,70492
A15885802,3343F
A32365511,99455
A32363320,95970
A32364598,64633
A21058697,83735
A34773099,47399
A28577997,86008
A34769033,1036739
A18511986,6080F
A19993949,92587
A34770988,47780
A28578586,34701
A29929547,81312
A32360672,81405
A32365142,87640
A4851703,42961
A0932373,26210
A24206985,43180
A21048945,43752
A27405634,31574
A34771029,58740
A3860034,61868
A31180058,62329
A32351540,61575
A4917586,43261
A13077045,3023F
A34773755,74261
A17110770,92550
A32351683,64892
A32354463,0164U
A19994646,3215F
A21034745,69155
A15886003,28062
A1946523,73723
A23569916,1003364
A23570565,27742
A21059865,42507
A11001314,35539
A19996090,90901
A21036283,61613
A23574614,29851
A21052619,43108
A21053591,87206
A23580184,21365
A21047958,99503
A8578619,45113
A24209821,35122
A21049075,50230
A19993055,98941
A28578658,81334
A32363314,95885
A19996119,94200
A21057746,63017
A18513903,95863
A23576584,43212
A23571517,1003394
A4857152,48148
A24211259,80360
A18513992,96446
A32357032,12042
A31180301,15769
A29929722,77048
A32351946,81400
A0134922,84630
A19993788,88028
A18514927,19126
A32354318,86704
A34772125,67340
A32354568,92601
A32356270,81401
A4864266,38115
A2409957,76810
A23578887,1007020
A21031992,96922
A23574514,25800
A21039676,32098
A1414684,88291
A31180296,0590T
A29928662,81518
A31179796,46945
A34772425,27385
A21054440,28080
A21044511,20555
A23574011,1009026
A25757181,72170
A34771807,0705T
A34769275,22610
A32361528,17263
A21035403,97537
A32359424,19368
A15885682,21146
A0656509,25065
A24207713,78121
A15887926,4159F
A23575257,21510
A34772670,75705
A34768624,92547
A34775380,64786
A27404974,28299
A32355729,52315
A32367252,86960
A0709039,82948
A4861091,86325
A19994611,97028
A19994773,1012F
A24209525,88374
A32352668,11005
A11001026,99191
A1748629,24125
A19994532,87475
A17110664,47145
A21046341,93581
A21038683,84478
A32365377,95199
A32360079,52285
A32351711,69554
A15884849,71111
A19993543,63278
A4891889,67331
A34770005,63052
A34775524,92550
A34767581,97155
A15886126,67974
A4855903,33777
A24212059,81246
A15885367,3319F
A13077469,28675
A18513106,99468
A29929830,97152
A32365754,15220
A17110422,32562
A8581027,59130
A7160516,43843
A24210650,35103
A23575226,20600
A29929854,0513T
A32361544,17271
A32353036,23680
A32360612,81401
A19994030,01274
A0783279,48020
A24209408,33218
A21041674,50957
A21049117,50976
A21057266,90471
A34772956,27132
A34769407,44715
A29928690,92273
A27405662,0422T
A32351307,42815
A32364422,54065
A21042065,64569
A21041454,43241
A23569786,28234
A4836613,78130
A4849287,27842
A32352640,MA
A2059515,01963
A18513749,44126
A32363312,95870
A4857160,38382
A4864630,93976
A23578141,1011864
A15885471,21260
A21047755,85055
A15884889,2044F
A32359866,37239
A24207685,76946
A15886421,28011
A18513760,49906
A19996062,87511
A23572935,27076
A32367175,82043
A32361325,11311
A32361416,14041
A32359291,15135
A21050240,4149F
A32356210,80338
A15887658,23525
A21057661,92597
A28577955,62291
A2060369,43860
A23579437,23665
A34770268,01782
A34771987,36576
A0743553,83835
A32365730,15120
A32365764,15260
A27405023,0427T
A32354592,93286
A32357935,54416
A23572117,27066
A21057071,83498
A21057080,83970
A34772834,99050
A8575871,82626
A23575094,80439
A18513765,55300
A21047218,35201
A24209930,54056
A23580168,20670
A31179426,0135U
A32366101,31529
A32351200,35631
A32359853,37197
A32366922,78429
A32352255,0135U
A21055775,27095
A4849899,24330
A32351686,64901
A24211300,0075T
A4861834,50234
A32359222,12046
A29928834,81186
A32351086,34001
A32366260,35305
A19995964,77763
A8580833,27691
A21035100,88305
A31180545,0591T
A32361841,31652
A4860452,27475
A24210780,54385
A23579012,1014605
A19996434,33970
A27759991,0464T
A21046631,82085
A34775545,94014
A29929417,96131
A32356274,81401
A21044762,27060
A4858501,50010
A1746887,27358
A32365451,99507
A21042153,69710
A23574025,1009752
A23576501,69210
A21033409,21461
A31180265,2024F
A31178917,3051F
A32359319,15277
A32361117,96375
A32353579,50080
A32364463,58943
A4891886,63066
A34774205,49610
A34767630,99491
A24210731,38765
A34775332,57540
A21045852,66600
A23574715,1003317
A19996974,0273T
A34770466,43231
A28577702,31259
A28578043,0499T
A32360778,86328
A21039304,75625
A31179719,97116
A11001089,54865
A21049891,88164
A28578351,97760
A19992301,94150
A32356665,92519
A32360506,80161
A32362810,81401
A32356566,0162U
A0752204,64895
A34772320,99203
A1414676,31540
A21055633,23040
A21037734,41019
A15885745,4134F
A4847854,38794
A18513079,93461
A17111109,27047
A15886127,69633
A0769235,27350
A0731483,88300
A19993133,33228
A34768236,23200
A4859116,92516
A17110167,64494
A32352375,92608
A32358208,70540
A0675568,57307
A21037739,41520
A34773449,12052
A31179432,92548
A21057227,88305
A19991982,52649
A23575651,1009678
A21033967,36460
A21035074,88040
A21050165,99503
A31180253,97129
A18514623,61799
A0818177,56634
A21053159,63276
A21037757,42870
A19992798,67805
A4739542,42600
A18511991,0232T
A34774864,76982
A17110497,88738
A32363775,20606
A32360485,78830
A13077562,71275
A19993096,4322F
A19992474,0269T
A32356986,11312
A4858395,41114
A21044820,27610
A1946559,99
A11000519,49492
A34769835,27641
A18512519,39560
A21048942,43640
A31179297,74240
A23568401,3016F
A0764778,94680
A24211582,38505
A27760009,21085
A23574019,1009382
A32357421,27075
A32355794,59160
A0648100,24362
A15885243,73110
A0722124,21079
A4858043,43122
A19995986,81267
A15888058,24435
A4853847,29700
A24212422,51792
A34773877,95910
A21052186,27301
A21044964,31750
A32362424,63088
A4917716,60212
A0750739,31240
A0783809,33920
A21056788,64553
A4850555,83527
A21043965,81374
A32363758,19330
A32356661,92340
A19995994,82379
A19996211,24071
A23571665,1014113
A21053901,33365
A34772466,31613
A32366222,34832
A32364895,81400
A32362761,81192
A21035573,95149
A4864141,57250
A4853956,61001
A24209033,37616
A21049917,88305
A19995906,69205
A0646177,86723
A25757075,81442
A28578365,99494
A32367092,81405
A4927579,54512
A25757327,15734
A1414794,90399
A31180127,78804
A29928861,83722
A32352806,15155
A32358856,92518
A32362707,78831
A21041173,31615
A19995410,1494F
A29930057,0536T
A32367256,86975
A4853349,23350
A0816503,75872
A23576138,24006
A0794004,36014
A34769591,87332
A34768165,1036694
A32354184,81404
A32360557,81255
A4861748,25105
A1746870,44955
A15886040,32650
A8580057,33506
A24211810,73140
A23579548,27756
A8575936,86355
A23580619,84112
A25756685,73552
A34770280,11600
A21046598,49329
A21042495,88140
A15885901,20661
A1751088,49651
A32362395,63020
A32358834,90833
A15885186,99468
A23576212,27307
A0725429,86945
A23574799,1007476
A29929771,0034U
A15886941,90738
A32365528,0597T
A19992267,88199
A0782267,28340
A7159973,29867
A34774043,26590
A34773344,92937
A17110535,21555
A32358101,63101
A15887102,49651
A1414636,29848
A1414496,28715
A15887738,29874
A8580831,26554
A23573134,1004444
A19997741,0209T
A32361245,99496
A32366692,63090
A32360525,80369
A32365134,87538
A1414527,25107
A21033528,25450
A15887667,24538
A32359076,99411
A34771825,99494
A34774854,75825
A32364372,50561
A32355733,52346
A32367195,82951
A24211874,77003
A21049202,57510
A21056658,61608
A13078624,21073
A21038456,69150
A4850538,82977
A18514724,88120
A23577931,81301
A27405228,0419T
A11000562,1000F
A32364047,33741
A32357895,50576
A32355783,58573
A32352311,0223U
A24206175,33262
A21059471,27516
A21035048,87250
A34774999,95937
A23570741,1006908
A32355093,20606
A32362050,37191
A32367096,81405
A4927499,74150
A18514853,57335
A34769558,77092
A15885560,27734
A24209425,1022229
A21052362,31730
A4849653,29405
A19994885,33925
A34773194,65755
A19993434,49320
A32352810,15157
A32356689,93224
A8584094,26596
A4855183,28270
A17110656,33766
A34770648,87390
A21043040,35631
A0808713,31605
A23573254,1013137
A28578275,69641
A25757307,96936
A34769879,33884
A29929535,81187
A32358163,64776
A32365009,82482
A0133036,84590
A24207423,54328
A34768140,0677T
A34772322,99307
A34771473,35566
A5062666,36557
A4853803,27333
A21054115,21366
A4857025,30000
A21047593,69676
A21056668,61616
A21048726,33779
A34772162,77285
A31178856,0118U
A32359043,99325
A19993001,88311
A18513261,01636
A19995816,61055
A1946390,87279
A23575397,27640
A34771816,99334
A34768825,31525
A18515105,90385
A32364086,34203
A32358633,85379
A0725292,66605
A21056868,67923
A8583269,96413
A24210448,0352T
A21037902,48105
A34771500,42835
A34770469,43881
A2059521,01214
A18513710,31050
A8581629,41018
A24209830,35141
A21032419,41116
A21043655,51040
A21051575,93610
A13076982,27267
A23569313,4560F
A32354450,0147U
A0752114,50070
A29929864,0528T
A21054010,65280
A19994353,67840
A2409853,24516
A28577581,36516
A21054603,41150
A27406387,1021908
A18512046,21032
A13077347,15040
A32359033,99231
A32365532,0603T
A32363767,20220
A32352998,21557
A4710390,47612
A15885556,27610
A27406270,1022299
A18512146,66720
A0752221,88362
A32353684,60252
A21043969,81408
A29929670,0533T
A32352802,15136
A17110521,3500F
A32363253,93456
A32356155,78481
A19995205,77610
A0775159,84119
A4863070,95999
A23568250,1006518
A19995009,53060
A21045310,46740
A19996675,67916
A0707432,43825
A32351671,64644
A18513840,86157
A21059133,15574
A1749888,88108
A19991902,43331
A13077837,2010F
A32353296,34718
A32353380,37193
A21056892,69643
A11000524,63044
A0675547,50525
A34770336,23145
A34768824,31296
A34768895,43239
A31180469,0130U
A29929746,81189
A32364815,80055
A32354194,81404
A24210376,80324
A24209049,45388
A0333189,28140
A23571508,1002886
A23570451,23334
A23574601,28106
A29929985,0034U
A28577529,31241
A28578298,81121
A28578007,0012U
A32362482,64483
A0701390,82725
A19993477,55535
A0724961,36100
A21057781,86828
A21038104,58560
A34770289,14020
A34768761,22902
A34768387,43101
A32355399,34201
A32354418,88334
A21039109,25400
A23571876,0264T
A19996296,81266
A34774595,28102
A34774993,95250
A4917877,50945
A4853565,94150
A17111463,4260F
A32359047,99336
A32365990,25265
A32364255,43112
A32362708,78832
A32367155,81408
A24208718,87003
A21057165,87205
A23578051,1006716
A0350620,92534
A31180085,66987
A21038707,86079
A19992256,87492
A23568448,9007F
A13077849,4045F
A34768510,67312
A34768096,93656
A28578579,32998
A32352897,17274
A32361945,34451
A34768309,29040
A21049091,50545
A23570495,25320
A18513803,75810
A21054043,84449
A0698464,54560
A21053280,67966
A4917432,84478
A23569822,81330
A34767676,19283
A34769294,26474
A31180350,64447
A32364363,50400
A32367101,81405
A32352256,0137U
A18512929,41806
A24207366,45388
A21059961,44700
A21049118,50976
A21060969,88307
A23575299,23474
A32359233,13153
A32361542,17271
A32364173,36598
A32364384,51565
A32351857,78800
A32367071,81403
A21036430,74410
A32360745,83021
A24207901,3755F
A34768807,28202
A17110462,27486
A0783925,13131
A17111173,27647
A24208985,35152
A24209580,1022288
A21054781,58974
A0662159,35533
A1746943,44005
A0644913,01780
A32353612,52224
A32362855,81405
A0783178,55120
A23572420,80184
A34771131,78232
A23580589,1012866
A4809657,93600
A28577679,0486T
A32354651,95980
A32363963,28080
A32351571,62303
A21051424,83937
A32362607,75605
A27405732,31579
A21058153,33221
A34769169,96573
A4953791,01996
A4855300,65760
A24212604,70370
A34771067,64491
A23577335,1012559
A8578187,21390
A34770771,99479
A32360890,0017U
A15886447,31070
A32360309,67042
A23569152,1009226
A32362562,72052
A32356415,83789
A15886828,25695
A19996000,83033
A2059773,35002
A21031742,95018
A21037212,25337
A32360316,67800
A18513169,4062F
A23574291,92523
A34767123,15836
A32354057,78814
A19992024,59320
A4851065,92562
A19994314,62200
A19993559,64864
A0675028,27780
A21046608,58146
A23571565,1006904
A23568474,23000
A21058976,01160
A32363020,87451
A24209483,80338
A24212440,54050
A23578219,1021149
A13078261,22206
A23579495,26215
A21058190,35182
A32361298,01480
A21060816,84432
A31180018,0586T
A32360366,73718
A0813704,78199
A21047705,81406
A34774100,33214
A34767426,73700
A21046547,12014
A0782720,21295
A32351690,66170
A24211277,87623
A21059323,25031
A23575584,1005932
A32355761,55920
A32358062,63047
A21046112,84255
A34770764,99368
A13077001,49452
A32356020,69661
A4847705,82013
A21042374,82985
A34774333,78605
A21050022,92596
A32355847,61751
A32364529,63046
A32360786,86821
A1749117,30435
A24211261,80364
A24209119,61550
A34769741,01937
A34769808,24635
A34774956,92134
A34770104,87336
A32363331,96137
A32364138,35141
A21057650,86835
A21038138,60545
A32352987,21421
A32361552,17273
A32352621,0612T
A4853178,73140
A24208587,89300
A21055007,81255
A21040824,22015
A0334376,31615
A27406326,20240
A21058692,83150
A0813782,94799
A32361559,17281
A32355108,21047
A32360595,81401
A15886164,99383
A4847827,97530
A32365585,11047
A1748011,24201
A24209807,35102
A34771091,69145
A21041482,43336
A25757287,80157
A21032918,86603
A21033172,00934
A32351374,44955
A32362859,81405
A32352087,83586
A15888096,27475
A19993663,78610
A19997195,35286
A21033759,29828
A23577934,81376
A21031869,84439
A25756155,90736
A32359184,11442
A18513850,87269
A32357207,17276
A17111227,3551F
A21048469,27340
A4861749,26130
A7160130,48550
A21038120,58943
A0343741,58750
A34770574,69637
A32365539,1036051
A4859326,77290
A19992310,96999
A18511945,47900
A23570852,1014109
A21050219,95911
A34772987,29840
A21036615,87118
A21049009,47140
A21045565,58940
A27405134,1027657
A19997010,81270
A34768050,0278U
A32356934,0628T
A21031985,93886
A23578691,27472
A32362162,44322
A13079277,61630
A19997351,58578
A21033150,00210
A32354611,93622
A32366806,70542
A32358431,81315
A32365099,87220
A32365156,88162
A19995787,55520
A15887843,71130
A27405072,62324
A32364646,69530
A21035659,64823
A19993238,00750
A32362914,81448
A32352289,0187U
A31180102,74270
A4858957,67999
A1748216,27284
A29928779,10011
A32350910,25312
A32351968,81401
A32363046,87912
A19991943,49580
A21045493,53852
A34775010,96904
A34773799,87336
A21037362,27638
A21044853,28103
A0403632,82585
A8577992,77301
A21055919,29720
A34771930,28106
A29929220,92273
A32360985,91013
A32353908,70543
A32363022,87472
A4860865,50540
A21053993,41017
A34769974,57287
A24207880,1022270
A21035240,93462
A21059509,28090
A23580641,37241
A19997250,44346
A25756342,0397T
A31179965,95718
A34767276,42972
A27406289,1021887
A1946086,82465
A13076810,63016
A24210656,35121
A21055003,81224
A1750602,43289
A23570072,1013911
A23579806,1013407
A32357946,55880
A32365202,0159U
A19992530,27232
A34767335,53405
A34771292,1021842
A23572580,28092
A21044092,88016
A21037359,27637
A21044869,28435
A23572300,1004233
A34771344,21315
A32352919,17284
A32356786,95971
A32360292,64647
A32361305,01999
A4858005,43305
A19994921,42700
A21048275,23140
A15888210,4200F
A21056851,67250
A21050329,68110
A27406250,92979
A23580370,29450
A21036547,84081
A15886075,99462
A32356929,0618T
A0782727,54600
A21056592,60650
A19994090,31520
A21050898,35256
A0814610,50740
A23568742,20680
A21049112,50955
A18512373,50065
A34774465,0686T
A34770522,57410
A17110421,31633
A32354654,95991
A11000997,49402
A4862146,26476
A4917769,27215
A24209443,45385
A23570128,34844
A23578739,28495
A21038827,88356
A34775283,45000
A15888054,24200
A32359344,17003
A32363232,93288
A23572956,27475
A19997374,61550
A19997473,72130
A8578005,95874
A28578516,96567
A34774792,63052
A0680745,61521
A0783289,33236
A21038392,65875
A23579485,25670
A27759988,0003U
A0690335,42305
A18513253,00830
A32358469,81401
A4917775,22327
A32363873,25922
A23578050,1006697
A18514814,88172
A18511976,93458
A34774757,58400
A32361368,11646
A23572279,1002806
A31180472,0137U
A4850177,34151
A4917653,57160
A15886314,17111
A17111443,78454
A32355412,34704
A32362010,35571
A32351947,81400
A32357990,59871
A34767113,11730
A32365299,92558
A32366845,74230
A18512510,36625
A21034246,50360
A21042134,67930
A21059581,31287
A21046623,77078
A0672575,59015
A32353111,26989
A21057518,95027
A32365054,85651
A23579750,1008924
A32362565,72070
A34774399,0011A
A18514677,82239
A1751291,58679
A8584647,41520
A23571397,29125
A32351717,69740
A19997001,81207
A19997336,55559
A0698234,15922
A32357620,35011
A18512646,87561
A7160015,50329
A32364916,81402
A4836621,85635
A34772633,64575
A11000889,3062F
A32353565,49205
A32356382,81426
A32363140,0213U
A21059959,44500
A21037865,46030
A21049355,62161
A34773425,1036687
A34771141,83521
A18514848,50620
A34770056,74250
A0783919,35190
A32359684,33255
A32356103,75880
A4720906,52450
A0644803,01320
A3859900,67917
A21042034,63662
A27405867,EC
A32357753,41120
A23575672,1011079
A34771467,34846
A34770074,1010910
A8578522,33884
A23572985,27824
A17111310,51728
A32361180,99449
A32362141,43262
A4852534,27080
A19996546,53430
A34775267,42450
A32356966,01991
A32355567,42120
A27405194,31553
A32364402,52224
A32360222,63081
A18514945,28272
A19992588,35905
A24208382,64716
A13078681,55920
A32354881,11646
A32367162,81419
A19993389,43117
A19991952,50542
A1946408,44135
A23579756,1009258
A34771266,0669T
A31179461,95723
A18511951,53860
A34768422,50280
A32356212,80362
A32354264,82044
A28577878,17250
A21041266,33971
A21042519,88304
A34775195,33264
A34774320,76948
A21050036,93024
A29929987,0036U
A17111401,3572F
A32354784,0607T
A32365316,92938
A32353385,37218
A24207815,46601
A34769352,33534
A34767441,77077
A34774892,87327
A19994399,75630
A34767950,67141
A21050064,93931
A27405581,KK
A21042430,86611
A27759962,0464T
A32353183,31070
A32354493,0207U
A0758223,92012
A23574869,1012929
A23580854,11771
A0701274,20920
A21031907,99053
A18513736,37224
A19992448,81373
A32362363,61751
A32356444,86300
A21053513,84234
A21034274,50955
A21037729,41009
A28578701,99217
A8580870,33141
A1946400,87801
A23574924,1020545
A19994729,15150
A25756215,64461
A28578745,32998
A17110440,4261F
A32350976,27892
A32353943,74261
A32358368,80048
A24210730,38760
A23568355,1013263
A23573331,43277
A23570409,21127
A4917210,86738
A19992424,33
A29929539,81233
A32367578,94664
A32352315,0226U
A19994838,27253
A23576487,1009178
A21031856,82638
A21052685,44146
A23578196,1019108
A13079042,4056F
A25756008,1027830
A21045397,50541
A28577530,31253
A27404735,33390
A24212019,77061
A8578943,45541
A19997180,32671
A34769523,67922
A4854613,12020
A17111266,63664
A32366373,42972
A21038570,78598
A21037518,32160
A23574817,1008682
A19994593,93770
A32359373,17273
A32366346,38999
A32358005,61575
A4859052,26180
A21056216,43123
A15885732,3265F
A4953921,38213
A23572853,23146
A1946848,87250
A32357886,50540
A32360636,81404
A31179028,1035664
A18513424,86171
A34771542,51880
A32365601,11403
A27405839,1014993
A32353906,70482
A32354010,78306
A32362992,87150
A4858194,92018
A0784821,50728
A31180054,35703
A21056612,61510
A0783771,63704
A1746410,31081
A23568300,1009396
A21060795,83586
A32366795,70330
A32366122,32561
A0682544,52240
A0802145,61692
A34771886,22857
A34769920,43270
A34773745,69979
A23570064,1013442
A23570795,1010233
A23579834,1018231
A19992653,47100
A34772772,90717
A34769513,66991
A34774921,0257U
A32361248,0425T
A32352414,93321
A32356296,81403
A32356485,87426
A19991957,50684
A0676670,44389
A21057469,31647
A34768155,99378
A13077922,2027F
A4849482,86022
A18513593,3700F
A23571656,1013367
A32356623,90675
A29928896,93288
A19993562,64902
A21042675,94010
A21044076,87209
A15886178,4131F
A18513227,4324F
A34768218,21320
A34772217,0263U
A34773095,46910
A18513916,96571
A28578576,32994
A32354563,92650
A32354260,81546
A4860051,26850
A21049206,57556
A29930008,95971
A32352035,81407
A32367236,86335
A4863788,90889
A21031925,12015
A21045838,65222
A21038817,88307
A27404927,U1
A34767903,61304
A34769481,63040
A32357889,50557
A32356144,78267
A32354188,81404
A17111177,31630
A21046118,84485
A21052896,53420
A21050411,3317F
A23575956,0339T
A23577803,25310
A13077773,37187
A11000724,1007F
A34767191,27422
A15888215,E2
A32363770,20561
A17110874,21015
A32356565,0161U
A1746894,93325
A15885027,20206
A15885695,67971
A24209538,93295
A34769571,78831
A32361362,11622
A32351770,74340
A21032519,48551
A21053278,67935
A15886918,33475
A19992939,85014
A34775142,26428
A32359326,15771
A0731421,86344
A24207424,54328
A34774412,92572
A32356978,11307
A4862784,21188
A4862223,26160
A21052154,26765
A23572976,27690
A31179163,97760
A32364772,78491
A32365032,83519
A4847634,52700
A4917360,84220
A19992586,35623
A32366143,33504
A18512200,86300
A23577858,27497
A4855087,88321
A31179492,0559T
A2407948,86932
A4891904,97546
A32355668,47999
A21059921,43351
A23581001,23473
A18514255,82658
A32352932,19083
A4861347,77750
A4852545,25215
A21031936,15783
A19997080,94726
A34773800,87338
A18513060,90691
A21052184,27248
A32352146,86972
A32363714,17280
A28577698,31254
A32362771,81269
A34773165,62282
A34769157,95836
A32359533,26111
A32364849,80434
A15887668,24650
A4856059,27035
A0806768,32606
A21048740,33974
A15888149,33460
A23575586,1005956
A23568642,11730
A27760026,0478T
A19995755,50715
A28578402,34701
A27404861,33390
A17110843,82784
A4860738,55540
A32357471,29826
A32359602,27724
A0709997,46753
A19994126,35304
A34772106,64584
A32354878,11643
A18513244,00352
A32350745,17281
A32359865,37238
A15885945,24330
A11001472,63076
A24209923,52341
A21044922,31051
A18514367,0213T
A31178753,66982
A23571630,1011229
A13076434,89320
A32359323,15278
A32363840,24366
A4864742,97022
A27406169,TR
A28578068,31645
A17110154,37761
A32367176,82044
A21048344,25150
A1946592,83918
A27405609,28291
A23576482,1008822
A21059646,33300
A23578973,1012348
A0339982,45800
A4859317,27709
A32352061,81514
A21033496,25028
A4863779,81025
A0815916,33464
A21060709,79005
A34772699,78434
A34770197,94667
A34770109,87380
A15887779,61796
A32355640,44705
A32355757,54417
A32358701,87591
A24209801,35045
A19994205,47371
A34771568,61458
A34775465,87339
A32354650,95984
A24206689,63077
A32365042,84311
A1414726,28208
A21060006,47140
A21056328,47425
A21037755,42844
A23572078,25320
A29929313,61641
A18515133,94003
A34774682,43220
A34769473,61863
A28578764,34707
A32360579,81400
A1946822,76941
A34768232,22558
A24207275,35111
A23577826,26372
A34771375,24582
A34775170,28615
A32350688,15278
A32356824,97124
A32356290,81401
A8578615,45121
A15885998,27599
A21060327,61607
A21048285,23415
A23577458,25605
A13079054,57295
A19993428,47125
A31179077,80187
A32365263,90732
A23574842,1011051
A23569970,1006903
A23576389,1002795
A23569925,1003792
A21031772,00836
A34770744,0102T
A34771716,0268U
A32357267,20606
A32353361,36247
